DC1_TotalEnergy, DC1_RenEnergy, DC2_TotalEnergy, DC2_RenEnergy, DC3_TotalEnergy, DC3_RenEnergy, DC4_TotalEnergy, DC4_RenEnergy,
285.492,172.295,285.716,173.652,285.531,154.959,286.929,179.974
285.996,166.262,285.771,179.360,286.063,155.632,285.837,179.393
285.775,169.184,285.998,172.711,285.846,154.998,286.048,173.454
285.988,169.470,285.828,165.182,285.873,154.846,285.977,178.723
285.833,168.811,285.900,165.683,286.034,154.961,285.900,178.627
285.983,158.254,285.884,167.448,285.578,156.170,286.221,178.769
286.043,165.979,285.967,178.756,285.882,155.533,285.775,179.028
285.868,168.447,286.037,179.172,285.928,155.220,285.833,177.461
285.797,162.646,285.971,179.199,285.691,154.638,286.208,178.998
285.830,166.924,285.849,178.957,286.124,155.696,285.864,178.720
285.953,168.163,286.019,174.333,286.015,154.980,285.679,179.023
286.045,167.908,285.892,176.022,286.032,156.148,285.697,178.483
285.831,167.219,285.908,169.107,285.772,155.345,286.155,174.388
285.988,167.434,285.759,176.635,286.006,155.100,285.913,178.729
285.967,167.350,285.851,179.442,285.689,154.750,286.160,178.038
285.858,167.337,285.810,168.731,286.187,154.992,285.812,178.642
286.094,167.847,285.905,169.137,285.981,154.899,285.686,175.057
285.977,167.354,286.076,175.110,285.898,154.904,285.717,175.629
285.990,163.187,285.901,171.330,285.894,154.924,285.882,178.689
285.967,163.111,285.719,175.941,286.013,154.945,285.968,178.725
286.245,166.996,285.821,174.403,285.951,154.884,285.650,172.288
286.259,166.938,285.922,175.956,285.887,154.840,285.599,174.268
285.897,161.252,285.905,172.087,286.070,155.123,285.795,178.614
286.020,158.212,285.785,174.413,285.940,155.918,285.921,178.765
285.981,165.051,285.919,173.518,285.859,154.935,285.907,178.640
285.848,165.408,286.022,174.492,286.077,155.005,285.720,178.530
285.814,166.728,285.842,170.577,286.032,156.394,285.978,178.680
285.750,156.763,286.120,170.034,285.929,154.935,285.868,178.667
285.737,155.288,285.862,173.587,286.264,155.119,285.804,178.614
285.957,162.790,285.763,171.204,285.894,155.015,286.053,167.841
