Time(sec),Load
0.0,0.1178
60.0,0.1245
120.0,0.1043
180.0,0.1117
240.0,0.114
300.0,0.1173
360.0,0.1667
420.0,0.1852
480.0,0.114
540.0,0.1413
600.0,0.11800000000000001
660.0,0.1515
720.0,0.1408
780.0,0.1227
840.0,0.1697
900.0,0.1532
960.0,0.1453
1020.0,0.1508
1080.0,0.1232
1140.0,0.1227
1200.0,0.1148
1260.0,0.122
1320.0,0.1668
1380.0,0.1392
1440.0,0.1135
1500.0,0.1368
1560.0,0.1238
1620.0,0.1263
1680.0,0.1227
1740.0,0.1548
1800.0,0.1142
1860.0,0.1617
1920.0,0.1135
1980.0,0.11
2040.0,0.1293
2100.0,0.1478
2160.0,0.1603
2220.0,0.1793
2280.0,0.1262
2340.0,0.1522
2400.0,0.1367
2460.0,0.1852
2520.0,0.1838
2580.0,0.1528
2640.0,0.3623
2700.0,0.3383
2760.0,0.3247
2820.0,0.5037
2880.0,0.7762
2940.0,0.7155
3000.0,0.4552
3060.0,0.5448
3120.0,0.7888
3180.0,0.5343
3240.0,0.3215
3300.0,0.6677
3360.0,0.6815
3420.0,0.3145
3480.0,0.254
3540.0,0.1855
3600.0,0.1613
3660.0,0.1995
3720.0,0.1575
3780.0,0.157
3840.0,0.1265
3900.0,0.1698
3960.0,0.1333
4020.0,0.1283
4080.0,0.1995
4140.0,0.1387
4200.0,0.1698
4260.0,0.1953
4320.0,0.17300000000000001
4380.0,0.1503
4440.0,0.1472
4500.0,0.1567
4560.0,0.1417
4620.0,0.1665
4680.0,0.1775
4740.0,0.1717
4800.0,0.1763
4860.0,0.159
4920.0,0.1658
4980.0,0.1845
5040.0,0.1893
5100.0,0.1753
5160.0,0.1503
5220.0,0.1557
5280.0,0.129
5340.0,0.179
5400.0,0.2347
5460.0,0.1675
5520.0,0.1948
5580.0,0.195
5640.0,0.1623
5700.0,0.242
5760.0,0.1915
5820.0,0.1763
5880.0,0.1895
5940.0,0.1972
6000.0,0.1707
6060.0,0.1963
6120.0,0.182
6180.0,0.1722
6240.0,0.1727
6300.0,0.2052
6360.0,0.1618
6420.0,0.2292
6480.0,0.1633
6540.0,0.174
6600.0,0.2433
6660.0,0.2043
6720.0,0.185
6780.0,0.1597
6840.0,0.1877
6900.0,0.2175
6960.0,0.2098
7020.0,0.2512
7080.0,0.1833
7140.0,0.2285
7200.0,0.19699999999999998
7260.0,0.192
7320.0,0.1863
7380.0,0.1592
7440.0,0.2017
7500.0,0.1978
7560.0,0.1887
7620.0,0.1645
7680.0,0.1917
7740.0,0.18100000000000002
7800.0,0.1607
7860.0,0.1922
7920.0,0.1685
7980.0,0.1752
8040.0,0.162
8100.0,0.17
8160.0,0.1858
8220.0,0.1903
8280.0,0.1937
8340.0,0.2235
8400.0,0.2157
8460.0,0.2308
8520.0,0.1817
8580.0,0.1922
8640.0,0.2145
8700.0,0.195
8760.0,0.2205
8820.0,0.2227
8880.0,0.2302
8940.0,0.2278
9000.0,0.218
9060.0,0.1835
