Time(sec),Load
0.0,0.2607
60.0,0.2443
120.0,0.2568
180.0,0.2442
240.0,0.2553
300.0,0.2648
360.0,0.2518
420.0,0.2528
480.0,0.2947
540.0,0.3055
600.0,0.2943
660.0,0.262
720.0,0.2515
780.0,0.217
840.0,0.2717
900.0,0.2292
960.0,0.2395
1020.0,0.3338
1080.0,0.2525
1140.0,0.2425
1200.0,0.2583
1260.0,0.2367
1320.0,0.2262
1380.0,0.2073
1440.0,0.2652
1500.0,0.2538
1560.0,0.2755
1620.0,0.258
1680.0,0.2448
1740.0,0.2008
1800.0,0.217
1860.0,0.2537
1920.0,0.2428
1980.0,0.2463
2040.0,0.2435
2100.0,0.2048
2160.0,0.3015
2220.0,0.256
2280.0,0.276
2340.0,0.2377
2400.0,0.2522
2460.0,0.2448
2520.0,0.2543
2580.0,0.2703
2640.0,0.2143
2700.0,0.2123
2760.0,0.2702
2820.0,0.2697
2880.0,0.2607
2940.0,0.2488
3000.0,0.2892
3060.0,0.2405
3120.0,0.2247
3180.0,0.2415
3240.0,0.237
3300.0,0.26
3360.0,0.2558
3420.0,0.2688
3480.0,0.1925
3540.0,0.2627
3600.0,0.2667
3660.0,0.2428
3720.0,0.2533
3780.0,0.2365
3840.0,0.257
3900.0,0.2335
3960.0,0.22
4020.0,0.2662
4080.0,0.25
4140.0,0.2538
4200.0,0.2483
4260.0,0.2277
4320.0,0.2305
4380.0,0.2293
4440.0,0.23199999999999998
4500.0,0.2253
4560.0,0.2472
4620.0,0.2655
4680.0,0.2148
4740.0,0.2417
4800.0,0.2272
4860.0,0.2737
4920.0,0.2053
4980.0,0.2365
5040.0,0.2642
5100.0,0.2158
5160.0,0.2963
5220.0,0.2727
5280.0,0.233
5340.0,0.28600000000000003
5400.0,0.2443
5460.0,0.2637
5520.0,0.2468
5580.0,0.3095
5640.0,0.22699999999999998
5700.0,0.2175
5760.0,0.2678
5820.0,0.2448
5880.0,0.2643
5940.0,0.2458
6000.0,0.2525
6060.0,0.2133
6120.0,0.265
6180.0,0.2542
6240.0,0.2573
6300.0,0.2307
6360.0,0.207
6420.0,0.2435
6480.0,0.28600000000000003
6540.0,0.2897
6600.0,0.21600000000000003
6660.0,0.2955
6720.0,0.2935
6780.0,0.213
6840.0,0.2243
6900.0,0.2383
6960.0,0.2388
7020.0,0.2982
7080.0,0.2542
7140.0,0.2665
7200.0,0.2057
7260.0,0.1995
7320.0,0.2088
7380.0,0.268
7440.0,0.2983
7500.0,0.2543
7560.0,0.2958
7620.0,0.2137
7680.0,0.2465
7740.0,0.228
7800.0,0.2475
7860.0,0.2395
7920.0,0.248
7980.0,0.2353
8040.0,0.2253
8100.0,0.2502
8160.0,0.2698
8220.0,0.2338
8280.0,0.2637
8340.0,0.2325
8400.0,0.1993
8460.0,0.2158
