Time(sec),Load
0.0,0.0882
60.0,0.0867
120.0,0.1098
180.0,0.1027
240.0,0.066
300.0,0.0862
360.0,0.0447
420.0,0.0707
480.0,0.0898
540.0,0.0955
600.0,0.0905
660.0,0.0968
720.0,0.0713
780.0,0.0938
840.0,0.0937
900.0,0.0623
960.0,0.09
1020.0,0.068
1080.0,0.0897
1140.0,0.0875
1200.0,0.0582
1260.0,0.0887
1320.0,0.0932
1380.0,0.0818
1440.0,0.0612
1500.0,0.0828
1560.0,0.1008
1620.0,0.0708
1680.0,0.078
1740.0,0.0813
1800.0,0.05
1860.0,0.0825
1920.0,0.1153
1980.0,0.091
2040.0,0.0563
2100.0,0.0912
2160.0,0.0873
2220.0,0.0823
2280.0,0.0872
2340.0,0.0922
2400.0,0.0418
2460.0,0.0993
2520.0,0.094
2580.0,0.0928
2640.0,0.0892
2700.0,0.0825
2760.0,0.0618
2820.0,0.0967
2880.0,0.0877
2940.0,0.06
3000.0,0.0883
3060.0,0.0795
3120.0,0.0528
3180.0,0.0943
3240.0,0.0883
3300.0,0.0772
3360.0,0.0678
3420.0,0.0982
3480.0,0.0897
3540.0,0.0915
3600.0,0.10300000000000001
3660.0,0.0578
3720.0,0.0928
3780.0,0.064
3840.0,0.0847
3900.0,0.0838
3960.0,0.0492
4020.0,0.0908
4080.0,0.0952
4140.0,0.0863
4200.0,0.1105
4260.0,0.0977
4320.0,0.07200000000000001
4380.0,0.086
4440.0,0.1105
4500.0,0.09
4560.0,0.0703
4620.0,0.0937
4680.0,0.092
4740.0,0.0687
4800.0,0.073
4860.0,0.0568
4920.0,0.0955
4980.0,0.0522
5040.0,0.0923
5100.0,0.0832
5160.0,0.0912
5220.0,0.0945
5280.0,0.0532
5340.0,0.0908
5400.0,0.077
5460.0,0.0625
5520.0,0.1115
5580.0,0.0862
5640.0,0.1007
5700.0,0.0595
5760.0,0.054000000000000006
5820.0,0.092
5880.0,0.091
5940.0,0.0925
6000.0,0.062
6060.0,0.1075
6120.0,0.0982
6180.0,0.0825
6240.0,0.0968
6300.0,0.0602
6360.0,0.0872
6420.0,0.0938
6480.0,0.0985
6540.0,0.0548
6600.0,0.0817
6660.0,0.0843
6720.0,0.0607
6780.0,0.0895
6840.0,0.0747
6900.0,0.0583
6960.0,0.1
7020.0,0.09699999999999999
7080.0,0.048
7140.0,0.08800000000000001
7200.0,0.0818
7260.0,0.08800000000000001
7320.0,0.0957
7380.0,0.1452
7440.0,0.2055
7500.0,0.1332
7560.0,0.0895
7620.0,0.0667
7680.0,0.08
7740.0,0.0957
7800.0,0.0863
7860.0,0.1127
7920.0,0.08
7980.0,0.0775
8040.0,0.0927
8100.0,0.1047
8160.0,0.1038
8220.0,0.0925
8280.0,0.08900000000000001
8340.0,0.0438
8400.0,0.1062
8460.0,0.0907
8520.0,0.098
8580.0,0.0922
8640.0,0.0517
8700.0,0.0575
8760.0,0.1082
8820.0,0.1078
8880.0,0.0888
8940.0,0.0867
9000.0,0.0865
9060.0,0.0848
9120.0,0.0893
9180.0,0.063
9240.0,0.0567
9300.0,0.0862
9360.0,0.0963
9420.0,0.0975
9480.0,0.0942
9540.0,0.0862
9600.0,0.0687
9660.0,0.1237
9720.0,0.1108
9780.0,0.0535
9840.0,0.0932
9900.0,0.0628
9960.0,0.0933
10020.0,0.0867
10080.0,0.0875
10140.0,0.0575
10200.0,0.0482
10260.0,0.0838
10320.0,0.0897
10380.0,0.0552
10440.0,0.1068
10500.0,0.0787
10560.0,0.0885
10620.0,0.1293
10680.0,0.17300000000000001
10740.0,0.1085
10800.0,0.0537
10860.0,0.0923
10920.0,0.0973
10980.0,0.1038
11040.0,0.0517
11100.0,0.0708
11160.0,0.079
11220.0,0.0523
11280.0,0.0573
11340.0,0.0893
11400.0,0.0933
11460.0,0.1113
11520.0,0.0688
11580.0,0.1062
11640.0,0.0997
11700.0,0.08800000000000001
11760.0,0.0907
11820.0,0.0608
11880.0,0.0828
11940.0,0.0812
12000.0,0.0627
12060.0,0.0693
12120.0,0.0903
12180.0,0.0563
12240.0,0.0897
12300.0,0.0742
12360.0,0.0972
12420.0,0.0723
12480.0,0.0765
12540.0,0.0883
12600.0,0.0478
12660.0,0.0492
12720.0,0.0933
12780.0,0.1078
12840.0,0.054000000000000006
12900.0,0.0763
12960.0,0.0858
13020.0,0.0967
13080.0,0.0583
13140.0,0.0913
13200.0,0.0943
13260.0,0.1353
13320.0,0.2317
13380.0,0.2223
13440.0,0.1962
13500.0,0.2393
13560.0,0.1988
13620.0,0.1872
13680.0,0.1763
13740.0,0.1677
13800.0,0.1017
13860.0,0.1335
13920.0,0.0968
13980.0,0.1387
14040.0,0.0902
14100.0,0.1188
14160.0,0.19
14220.0,0.2245
14280.0,0.1847
14340.0,0.213
14400.0,0.1868
14460.0,0.1708
14520.0,0.1928
14580.0,0.1543
14640.0,0.0893
14700.0,0.1128
14760.0,0.12300000000000001
14820.0,0.1318
14880.0,0.0713
14940.0,0.0933
15000.0,0.0558
15060.0,0.1158
15120.0,0.0727
15180.0,0.08900000000000001
15240.0,0.095
15300.0,0.0573
15360.0,0.102
15420.0,0.1013
15480.0,0.0873
15540.0,0.0687
15600.0,0.0807
15660.0,0.0883
15720.0,0.07400000000000001
15780.0,0.0855
15840.0,0.0618
15900.0,0.0885
15960.0,0.1157
16020.0,0.0672
16080.0,0.0848
16140.0,0.0912
16200.0,0.0837
16260.0,0.1035
16320.0,0.0655
16380.0,0.0548
16440.0,0.0513
16500.0,0.0942
16560.0,0.1058
16620.0,0.0892
16680.0,0.059000000000000004
16740.0,0.0893
16800.0,0.0893
16860.0,0.1048
16920.0,0.1018
16980.0,0.0872
17040.0,0.0473
17100.0,0.0977
17160.0,0.0908
17220.0,0.0715
17280.0,0.1152
17340.0,0.08800000000000001
17400.0,0.0608
17460.0,0.049
17520.0,0.0935
17580.0,0.0797
17640.0,0.0642
17700.0,0.084
17760.0,0.1103
17820.0,0.0583
17880.0,0.077
17940.0,0.0842
18000.0,0.099
18060.0,0.1363
18120.0,0.1543
18180.0,0.1048
18240.0,0.0617
18300.0,0.0803
18360.0,0.0958
18420.0,0.0925
18480.0,0.081
18540.0,0.0537
18600.0,0.0868
18660.0,0.087
18720.0,0.1122
18780.0,0.0803
18840.0,0.0933
18900.0,0.0815
18960.0,0.1038
19020.0,0.094
19080.0,0.0723
19140.0,0.0825
19200.0,0.0883
19260.0,0.1035
19320.0,0.0615
19380.0,0.0987
19440.0,0.0913
19500.0,0.0723
19560.0,0.067
19620.0,0.1023
19680.0,0.096
19740.0,0.0865
19800.0,0.1043
19860.0,0.0783
19920.0,0.0775
19980.0,0.1123
20040.0,0.0552
20100.0,0.0543
20160.0,0.1008
20220.0,0.0895
20280.0,0.0887
20340.0,0.0543
20400.0,0.0872
20460.0,0.1137
20520.0,0.1055
20580.0,0.0785
20640.0,0.1915
20700.0,0.145
20760.0,0.1375
20820.0,0.0878
20880.0,0.124
20940.0,0.0962
21000.0,0.046
21060.0,0.0937
21120.0,0.0627
21180.0,0.0813
21240.0,0.1058
21300.0,0.0883
21360.0,0.1017
21420.0,0.077
21480.0,0.0913
21540.0,0.0732
21600.0,0.063
21660.0,0.1077
21720.0,0.0893
21780.0,0.0955
21840.0,0.0883
21900.0,0.0667
21960.0,0.0667
22020.0,0.0968
22080.0,0.1618
22140.0,0.2238
22200.0,0.2263
22260.0,0.2417
22320.0,0.237
22380.0,0.223
22440.0,0.1863
22500.0,0.2057
22560.0,0.1713
22620.0,0.1488
22680.0,0.1445
22740.0,0.1287
22800.0,0.1365
22860.0,0.1282
22920.0,0.1465
22980.0,0.1353
23040.0,0.1217
23100.0,0.109
23160.0,0.2125
23220.0,0.20800000000000002
23280.0,0.1942
23340.0,0.2218
23400.0,0.2168
23460.0,0.2407
23520.0,0.1697
23580.0,0.1748
23640.0,0.1612
23700.0,0.1697
23760.0,0.1187
23820.0,0.1222
23880.0,0.1312
23940.0,0.0958
24000.0,0.0797
24060.0,0.1278
24120.0,0.1245
24180.0,0.1098
24240.0,0.0582
24300.0,0.0837
24360.0,0.0867
24420.0,0.0907
24480.0,0.0658
24540.0,0.0898
24600.0,0.1172
24660.0,0.0528
24720.0,0.0768
24780.0,0.063
24840.0,0.0907
24900.0,0.0568
24960.0,0.0917
25020.0,0.0917
25080.0,0.0955
25140.0,0.0762
25200.0,0.0845
25260.0,0.0478
25320.0,0.0982
25380.0,0.1083
25440.0,0.0487
25500.0,0.0847
25560.0,0.0865
25620.0,0.096
25680.0,0.0618
25740.0,0.0623
25800.0,0.099
25860.0,0.0915
25920.0,0.08199999999999999
25980.0,0.105
26040.0,0.1367
26100.0,0.0918
26160.0,0.0602
26220.0,0.1
26280.0,0.0545
26340.0,0.0922
26400.0,0.095
26460.0,0.0542
26520.0,0.0865
26580.0,0.0813
26640.0,0.0938
26700.0,0.1127
26760.0,0.1047
26820.0,0.0653
26880.0,0.0522
26940.0,0.06
27000.0,0.0808
27060.0,0.085
27120.0,0.0945
27180.0,0.0597
27240.0,0.0882
27300.0,0.0835
27360.0,0.0535
27420.0,0.0762
27480.0,0.0942
27540.0,0.0853
27600.0,0.047
27660.0,0.0865
27720.0,0.0822
27780.0,0.09300000000000001
27840.0,0.057999999999999996
27900.0,0.0705
27960.0,0.0982
28020.0,0.0858
28080.0,0.1233
28140.0,0.0583
28200.0,0.08800000000000001
28260.0,0.0793
28320.0,0.0922
28380.0,0.0928
28440.0,0.064
28500.0,0.0867
28560.0,0.0795
28620.0,0.0835
28680.0,0.0942
28740.0,0.0623
28800.0,0.0813
28860.0,0.0867
28920.0,0.067
28980.0,0.066
29040.0,0.0777
29100.0,0.0727
29160.0,0.0837
29220.0,0.0807
29280.0,0.0903
29340.0,0.0665
29400.0,0.0792
29460.0,0.1038
29520.0,0.0867
29580.0,0.0812
29640.0,0.0598
29700.0,0.0923
29760.0,0.1057
29820.0,0.1047
29880.0,0.0595
29940.0,0.091
30000.0,0.0922
30060.0,0.0523
30120.0,0.0483
30180.0,0.0923
30240.0,0.094
30300.0,0.078
30360.0,0.1028
30420.0,0.0552
30480.0,0.0867
30540.0,0.0848
30600.0,0.0872
30660.0,0.0882
30720.0,0.0512
30780.0,0.1008
30840.0,0.0903
30900.0,0.0995
30960.0,0.0718
31020.0,0.0907
31080.0,0.096
31140.0,0.0845
31200.0,0.057999999999999996
31260.0,0.0515
31320.0,0.0535
31380.0,0.0793
31440.0,0.0872
31500.0,0.0857
31560.0,0.0822
31620.0,0.046
31680.0,0.083
31740.0,0.0582
31800.0,0.0988
31860.0,0.0918
31920.0,0.0828
31980.0,0.0827
32040.0,0.0958
32100.0,0.0458
32160.0,0.091
32220.0,0.0877
32280.0,0.0602
32340.0,0.048
32400.0,0.0747
32460.0,0.0852
32520.0,0.1002
32580.0,0.0657
32640.0,0.0867
32700.0,0.0893
32760.0,0.0827
32820.0,0.0845
32880.0,0.0907
32940.0,0.0575
33000.0,0.0695
33060.0,0.0942
33120.0,0.0728
33180.0,0.0558
33240.0,0.0788
33300.0,0.0798
33360.0,0.0808
33420.0,0.0618
33480.0,0.0802
33540.0,0.2078
33600.0,0.0752
33660.0,0.073
33720.0,0.0742
33780.0,0.0927
33840.0,0.053
33900.0,0.0828
33960.0,0.084
34020.0,0.0775
34080.0,0.0542
34140.0,0.0843
34200.0,0.0863
34260.0,0.0875
34320.0,0.115
34380.0,0.0938
34440.0,0.0497
34500.0,0.0703
34560.0,0.0587
34620.0,0.0822
34680.0,0.0467
34740.0,0.0813
34800.0,0.0788
34860.0,0.0867
34920.0,0.05
34980.0,0.0788
35040.0,0.081
35100.0,0.0725
35160.0,0.0833
35220.0,0.061
35280.0,0.0932
35340.0,0.0927
35400.0,0.0902
35460.0,0.0698
35520.0,0.0737
35580.0,0.0822
35640.0,0.0607
35700.0,0.0718
35760.0,0.0868
35820.0,0.043
35880.0,0.0875
35940.0,0.0752
36000.0,0.0858
36060.0,0.0775
36120.0,0.0497
36180.0,0.1053
36240.0,0.0758
36300.0,0.0902
36360.0,0.0502
36420.0,0.0797
36480.0,0.0898
36540.0,0.08900000000000001
36600.0,0.0445
36660.0,0.0708
36720.0,0.0897
36780.0,0.0495
36840.0,0.0837
36900.0,0.0757
36960.0,0.0832
37020.0,0.0507
37080.0,0.09
37140.0,0.083
37200.0,0.0828
37260.0,0.0973
37320.0,0.0507
37380.0,0.0873
37440.0,0.0815
37500.0,0.0748
37560.0,0.0522
37620.0,0.0773
37680.0,0.0867
37740.0,0.0865
37800.0,0.0837
37860.0,0.0647
37920.0,0.055999999999999994
37980.0,0.09699999999999999
38040.0,0.0852
38100.0,0.0898
38160.0,0.0567
38220.0,0.0932
38280.0,0.099
38340.0,0.0692
38400.0,0.0762
38460.0,0.0738
38520.0,0.0883
38580.0,0.0975
38640.0,0.0405
38700.0,0.0885
38760.0,0.086
38820.0,0.0393
38880.0,0.0858
38940.0,0.0713
39000.0,0.0873
39060.0,0.0635
39120.0,0.0817
39180.0,0.0855
39240.0,0.0868
39300.0,0.0678
39360.0,0.0853
39420.0,0.0537
39480.0,0.08199999999999999
39540.0,0.066
39600.0,0.0785
39660.0,0.0447
39720.0,0.0983
39780.0,0.0943
39840.0,0.0812
39900.0,0.0613
39960.0,0.0787
40020.0,0.0808
40080.0,0.0725
40140.0,0.0753
40200.0,0.043
40260.0,0.0517
40320.0,0.0922
40380.0,0.0815
40440.0,0.0905
40500.0,0.0955
40560.0,0.0528
40620.0,0.0813
40680.0,0.0855
40740.0,0.0768
40800.0,0.0807
40860.0,0.0733
40920.0,0.0687
40980.0,0.0758
41040.0,0.0747
41100.0,0.0702
41160.0,0.08800000000000001
41220.0,0.042
41280.0,0.0927
41340.0,0.0738
41400.0,0.068
41460.0,0.0807
41520.0,0.059000000000000004
41580.0,0.0903
41640.0,0.0815
41700.0,0.0735
41760.0,0.084
41820.0,0.0397
41880.0,0.0855
41940.0,0.0773
42000.0,0.0855
42060.0,0.0908
42120.0,0.0777
42180.0,0.0497
42240.0,0.0725
42300.0,0.0745
42360.0,0.0735
42420.0,0.0697
42480.0,0.0888
42540.0,0.051
42600.0,0.0823
42660.0,0.1205
42720.0,0.0765
42780.0,0.0617
42840.0,0.07400000000000001
42900.0,0.0795
42960.0,0.0588
43020.0,0.0813
43080.0,0.0907
43140.0,0.0672
43200.0,0.0423
43260.0,0.0707
43320.0,0.0833
43380.0,0.0877
43440.0,0.08
