Time(sec),Load
0.0,0.147
60.0,0.1743
120.0,0.1718
180.0,0.1617
240.0,0.1855
300.0,0.1178
360.0,0.1523
420.0,0.1692
480.0,0.16399999999999998
540.0,0.1572
600.0,0.1618
660.0,0.149
720.0,0.1583
780.0,0.23800000000000002
840.0,0.1818
900.0,0.18899999999999997
960.0,0.1873
1020.0,0.2275
1080.0,0.2127
1140.0,0.1395
1200.0,0.214
1260.0,0.177
1320.0,0.191
1380.0,0.1738
1440.0,0.1608
1500.0,0.19399999999999998
1560.0,0.152
1620.0,0.1892
1680.0,0.1782
1740.0,0.2137
1800.0,0.1943
1860.0,0.20199999999999999
1920.0,0.1962
1980.0,0.1997
2040.0,0.2178
2100.0,0.1912
2160.0,0.151
2220.0,0.2118
2280.0,0.1585
2340.0,0.187
2400.0,0.149
2460.0,0.2033
2520.0,0.1937
2580.0,0.1787
2640.0,0.212
2700.0,0.1953
2760.0,0.1967
2820.0,0.2102
2880.0,0.1857
2940.0,0.1912
3000.0,0.2028
3060.0,0.2137
3120.0,0.1703
3180.0,0.1813
3240.0,0.1615
3300.0,0.1462
3360.0,0.1655
3420.0,0.159
3480.0,0.1423
3540.0,0.1912
3600.0,0.1808
3660.0,0.2207
3720.0,0.1423
3780.0,0.1813
3840.0,0.1592
3900.0,0.1585
3960.0,0.1665
4020.0,0.145
4080.0,0.1615
4140.0,0.1552
4200.0,0.1977
4260.0,0.1818
4320.0,0.1658
4380.0,0.1603
4440.0,0.171
4500.0,0.1675
4560.0,0.1728
4620.0,0.1707
4680.0,0.1677
4740.0,0.1635
4800.0,0.1977
4860.0,0.1543
4920.0,0.1618
4980.0,0.1733
5040.0,0.1703
5100.0,0.1617
5160.0,0.18600000000000003
5220.0,0.1487
5280.0,0.1087
5340.0,0.16
5400.0,0.1818
5460.0,0.1537
5520.0,0.2175
5580.0,0.1683
5640.0,0.1653
5700.0,0.2033
5760.0,0.1715
5820.0,0.2065
5880.0,0.1917
5940.0,0.193
6000.0,0.1962
6060.0,0.1703
6120.0,0.19
6180.0,0.1432
6240.0,0.1463
6300.0,0.1525
6360.0,0.1483
6420.0,0.1815
6480.0,0.157
6540.0,0.1523
6600.0,0.1497
6660.0,0.1815
6720.0,0.2287
6780.0,0.1913
6840.0,0.1902
6900.0,0.1512
6960.0,0.1863
7020.0,0.185
7080.0,0.1942
7140.0,0.16
7200.0,0.1368
7260.0,0.1547
7320.0,0.1388
7380.0,0.1853
7440.0,0.212
7500.0,0.1893
7560.0,0.1707
7620.0,0.2193
7680.0,0.2375
7740.0,0.1838
7800.0,0.187
7860.0,0.1813
7920.0,0.1738
7980.0,0.1517
8040.0,0.1297
8100.0,0.1657
8160.0,0.1522
8220.0,0.1538
8280.0,0.2187
8340.0,0.2188
8400.0,0.1662
8460.0,0.1823
8520.0,0.1825
8580.0,0.2132
8640.0,0.153
8700.0,0.1677
8760.0,0.1462
8820.0,0.1607
8880.0,0.2045
8940.0,0.1442
9000.0,0.1358
9060.0,0.1792
9120.0,0.1537
9180.0,0.212
9240.0,0.1753
9300.0,0.2053
9360.0,0.1758
9420.0,0.2007
9480.0,0.2363
9540.0,0.1602
9600.0,0.125
9660.0,0.1307
9720.0,0.1367
9780.0,0.1347
9840.0,0.1245
9900.0,0.2087
9960.0,0.1772
10020.0,0.1943
10080.0,0.1242
10140.0,0.2173
10200.0,0.2875
10260.0,0.2245
10320.0,0.1812
10380.0,0.1567
10440.0,0.2042
10500.0,0.1478
10560.0,0.2135
10620.0,0.1628
10680.0,0.12
10740.0,0.1483
10800.0,0.1138
10860.0,0.1863
10920.0,0.1832
10980.0,0.1567
11040.0,0.1535
11100.0,0.1718
11160.0,0.1362
11220.0,0.1452
11280.0,0.1907
11340.0,0.1728
11400.0,0.1463
11460.0,0.1435
11520.0,0.1143
11580.0,0.1598
11640.0,0.1395
11700.0,0.138
11760.0,0.1797
11820.0,0.1848
11880.0,0.2423
11940.0,0.11800000000000001
12000.0,0.1395
12060.0,0.156
12120.0,0.1442
12180.0,0.1595
12240.0,0.1435
12300.0,0.1748
12360.0,0.1832
12420.0,0.1272
12480.0,0.1412
12540.0,0.1248
12600.0,0.1517
12660.0,0.141
12720.0,0.1128
12780.0,0.1522
12840.0,0.1027
12900.0,0.1593
12960.0,0.1712
13020.0,0.1555
13080.0,0.1512
13140.0,0.1243
13200.0,0.1533
13260.0,0.1503
13320.0,0.165
13380.0,0.18
13440.0,0.1492
13500.0,0.2008
13560.0,0.1632
13620.0,0.1265
13680.0,0.2022
13740.0,0.1252
13800.0,0.1622
13860.0,0.2403
13920.0,0.1723
13980.0,0.1393
14040.0,0.1367
14100.0,0.1738
14160.0,0.1167
14220.0,0.1912
14280.0,0.1928
14340.0,0.1778
14400.0,0.1448
14460.0,0.1352
14520.0,0.1962
14580.0,0.1608
14640.0,0.2022
14700.0,0.1745
14760.0,0.1488
14820.0,0.1292
14880.0,0.1312
14940.0,0.1578
15000.0,0.1972
15060.0,0.1407
15120.0,0.1703
15180.0,0.1492
15240.0,0.222
15300.0,0.1687
15360.0,0.1477
15420.0,0.1657
15480.0,0.2932
15540.0,0.1772
15600.0,0.1828
15660.0,0.1385
15720.0,0.1388
15780.0,0.1212
15840.0,0.1367
15900.0,0.14800000000000002
15960.0,0.1532
16020.0,0.2105
16080.0,0.131
16140.0,0.1422
16200.0,0.2042
16260.0,0.1883
16320.0,0.1572
16380.0,0.1968
16440.0,0.2017
16500.0,0.16699999999999998
16560.0,0.213
16620.0,0.177
16680.0,0.1917
16740.0,0.1558
16800.0,0.1398
16860.0,0.2493
16920.0,0.1507
16980.0,0.1712
17040.0,0.1745
17100.0,0.142
17160.0,0.1377
17220.0,0.1412
17280.0,0.1548
17340.0,0.1775
17400.0,0.1333
17460.0,0.1827
17520.0,0.1475
17580.0,0.1812
17640.0,0.1758
17700.0,0.1375
17760.0,0.187
17820.0,0.2
17880.0,0.1983
17940.0,0.1753
18000.0,0.1332
18060.0,0.1718
18120.0,0.1887
18180.0,0.2717
18240.0,0.168
18300.0,0.1603
18360.0,0.16
18420.0,0.1293
18480.0,0.1445
18540.0,0.1532
18600.0,0.1897
18660.0,0.1567
18720.0,0.1855
18780.0,0.1725
18840.0,0.18
18900.0,0.1718
18960.0,0.1485
19020.0,0.1905
19080.0,0.1865
19140.0,0.1735
19200.0,0.1597
19260.0,0.1252
19320.0,0.1385
19380.0,0.2167
19440.0,0.128
19500.0,0.16899999999999998
19560.0,0.177
19620.0,0.1338
19680.0,0.1613
19740.0,0.2168
19800.0,0.2678
19860.0,0.1937
19920.0,0.1985
19980.0,0.2497
20040.0,0.1582
20100.0,0.2277
20160.0,0.1833
20220.0,0.2043
20280.0,0.2087
20340.0,0.2463
20400.0,0.1485
20460.0,0.16
20520.0,0.1467
20580.0,0.2088
20640.0,0.2268
20700.0,0.1712
20760.0,0.1845
20820.0,0.201
20880.0,0.1802
20940.0,0.1993
21000.0,0.1607
21060.0,0.2013
21120.0,0.1672
21180.0,0.1568
21240.0,0.1503
21300.0,0.1452
21360.0,0.1612
21420.0,0.1822
21480.0,0.1797
21540.0,0.1805
21600.0,0.1397
21660.0,0.2005
21720.0,0.1753
21780.0,0.1537
21840.0,0.1803
21900.0,0.228
21960.0,0.1822
22020.0,0.1728
22080.0,0.1608
22140.0,0.1652
22200.0,0.1442
22260.0,0.1668
22320.0,0.1603
22380.0,0.1988
22440.0,0.1567
22500.0,0.1388
22560.0,0.1613
22620.0,0.15
22680.0,0.17
22740.0,0.217
22800.0,0.171
22860.0,0.1877
22920.0,0.2108
22980.0,0.1993
23040.0,0.1158
23100.0,0.1497
23160.0,0.1873
23220.0,0.1358
23280.0,0.2277
23340.0,0.1655
23400.0,0.1575
23460.0,0.175
23520.0,0.2002
23580.0,0.1647
23640.0,0.1783
23700.0,0.1885
23760.0,0.1955
23820.0,0.1587
23880.0,0.2087
23940.0,0.1437
24000.0,0.1703
24060.0,0.307
24120.0,0.1925
24180.0,0.1988
24240.0,0.1212
24300.0,0.1607
24360.0,0.2043
24420.0,0.1913
24480.0,0.1695
24540.0,0.171
24600.0,0.1748
24660.0,0.16899999999999998
24720.0,0.1593
24780.0,0.2152
24840.0,0.1687
24900.0,0.1613
24960.0,0.1607
25020.0,0.1618
25080.0,0.2025
25140.0,0.2103
25200.0,0.1745
25260.0,0.1608
25320.0,0.1777
25380.0,0.1558
25440.0,0.159
25500.0,0.1382
25560.0,0.2078
25620.0,0.1745
25680.0,0.1588
25740.0,0.1972
25800.0,0.141
25860.0,0.1618
25920.0,0.1875
25980.0,0.16699999999999998
26040.0,0.1852
26100.0,0.2433
26160.0,0.2097
26220.0,0.2
26280.0,0.1783
26340.0,0.1558
26400.0,0.1693
26460.0,0.1803
26520.0,0.1738
26580.0,0.1673
26640.0,0.2005
26700.0,0.1863
26760.0,0.1557
26820.0,0.166
26880.0,0.18100000000000002
26940.0,0.2097
27000.0,0.1923
27060.0,0.1782
27120.0,0.1745
27180.0,0.1567
27240.0,0.1943
27300.0,0.281
27360.0,0.207
27420.0,0.28600000000000003
27480.0,0.2267
27540.0,0.1893
27600.0,0.2292
27660.0,0.1822
27720.0,0.3052
27780.0,0.21100000000000002
27840.0,0.2293
27900.0,0.1627
27960.0,0.2042
28020.0,0.1698
28080.0,0.1917
28140.0,0.235
28200.0,0.1288
28260.0,0.2318
28320.0,0.1562
28380.0,0.188
28440.0,0.1835
28500.0,0.1937
28560.0,0.205
28620.0,0.1128
28680.0,0.1737
28740.0,0.1685
28800.0,0.1667
28860.0,0.1932
28920.0,0.161
28980.0,0.1747
29040.0,0.13
29100.0,0.1882
29160.0,0.2075
29220.0,0.29600000000000004
29280.0,0.1822
29340.0,0.1442
29400.0,0.1573
29460.0,0.1335
29520.0,0.16699999999999998
29580.0,0.1628
29640.0,0.1617
29700.0,0.157
29760.0,0.1575
29820.0,0.2208
29880.0,0.172
29940.0,0.1812
30000.0,0.1767
30060.0,0.1648
