Time(sec),Load
0.0,0.0965
60.0,0.0857
120.0,0.0898
180.0,0.1045
240.0,0.0625
300.0,0.1147
360.0,0.0848
420.0,0.0645
480.0,0.0742
540.0,0.1053
600.0,0.0953
660.0,0.1023
720.0,0.0698
780.0,0.0922
840.0,0.0792
900.0,0.0983
960.0,0.094
1020.0,0.08
1080.0,0.0868
1140.0,0.0878
1200.0,0.0972
1260.0,0.0945
1320.0,0.0473
1380.0,0.1102
1440.0,0.095
1500.0,0.0787
1560.0,0.0705
1620.0,0.0683
1680.0,0.065
1740.0,0.1008
1800.0,0.11199999999999999
1860.0,0.10300000000000001
1920.0,0.0555
1980.0,0.0952
2040.0,0.053
2100.0,0.1012
2160.0,0.0942
2220.0,0.0957
2280.0,0.1205
2340.0,0.1388
2400.0,0.10400000000000001
2460.0,0.0908
2520.0,0.1
2580.0,0.09
2640.0,0.0705
2700.0,0.0915
2760.0,0.0692
2820.0,0.1277
2880.0,0.0468
2940.0,0.0968
3000.0,0.109
3060.0,0.1042
3120.0,0.0628
3180.0,0.0927
3240.0,0.0912
3300.0,0.0987
3360.0,0.0795
3420.0,0.0638
3480.0,0.0808
3540.0,0.0838
3600.0,0.0807
3660.0,0.0738
3720.0,0.0657
3780.0,0.0417
3840.0,0.0913
3900.0,0.076
3960.0,0.0852
4020.0,0.0788
4080.0,0.09699999999999999
4140.0,0.1042
4200.0,0.0513
4260.0,0.10400000000000001
4320.0,0.0843
4380.0,0.0883
4440.0,0.1298
4500.0,0.079
4560.0,0.0957
4620.0,0.0867
4680.0,0.0752
4740.0,0.0832
4800.0,0.0863
4860.0,0.1185
4920.0,0.078
4980.0,0.1045
5040.0,0.0815
5100.0,0.099
5160.0,0.0965
5220.0,0.1017
5280.0,0.0932
5340.0,0.0872
5400.0,0.1242
5460.0,0.2375
5520.0,0.1633
5580.0,0.1575
5640.0,0.1692
5700.0,0.175
5760.0,0.1357
5820.0,0.1557
5880.0,0.1803
5940.0,0.1705
6000.0,0.1417
6060.0,0.1242
6120.0,0.1378
6180.0,0.2062
6240.0,0.1783
6300.0,0.1795
6360.0,0.1768
6420.0,0.166
6480.0,0.1767
6540.0,0.1845
6600.0,0.1715
6660.0,0.1313
6720.0,0.1698
6780.0,0.174
6840.0,0.1752
6900.0,0.1862
6960.0,0.1827
7020.0,0.14300000000000002
7080.0,0.1343
7140.0,0.1837
7200.0,0.1805
7260.0,0.1765
7320.0,0.1783
7380.0,0.141
7440.0,0.1692
7500.0,0.1383
7560.0,0.1257
7620.0,0.1495
7680.0,0.1487
7740.0,0.1468
7800.0,0.1362
7860.0,0.1572
7920.0,0.139
7980.0,0.1467
