Time(sec),Load
0.0,0.131
60.0,0.1753
120.0,0.1872
180.0,0.2028
240.0,0.1808
300.0,0.1462
360.0,0.1433
420.0,0.1618
480.0,0.1862
540.0,0.1647
600.0,0.1533
660.0,0.1047
720.0,0.1518
780.0,0.1493
840.0,0.1832
900.0,0.1648
960.0,0.1682
1020.0,0.1265
1080.0,0.1742
1140.0,0.1722
1200.0,0.1122
1260.0,0.1703
1320.0,0.154
1380.0,0.1232
1440.0,0.1645
1500.0,0.146
1560.0,0.1668
1620.0,0.1682
1680.0,0.1635
1740.0,0.184
1800.0,0.1682
1860.0,0.1662
1920.0,0.162
1980.0,0.138
2040.0,0.135
2100.0,0.1368
2160.0,0.14300000000000002
2220.0,0.1567
2280.0,0.1595
2340.0,0.1857
2400.0,0.1807
2460.0,0.1423
2520.0,0.1263
2580.0,0.1412
2640.0,0.1467
2700.0,0.1525
2760.0,0.1313
2820.0,0.1462
2880.0,0.1493
2940.0,0.1663
3000.0,0.1498
3060.0,0.1517
3120.0,0.1232
3180.0,0.1163
3240.0,0.184
3300.0,0.1405
3360.0,0.1395
3420.0,0.1818
3480.0,0.174
3540.0,0.1087
3600.0,0.1347
3660.0,0.154
3720.0,0.1217
3780.0,0.1937
3840.0,0.1773
3900.0,0.1473
3960.0,0.1178
4020.0,0.1573
4080.0,0.154
4140.0,0.1577
4200.0,0.1268
4260.0,0.1472
4320.0,0.1635
4380.0,0.1418
4440.0,0.1143
4500.0,0.1617
4560.0,0.1465
4620.0,0.1158
4680.0,0.14800000000000002
4740.0,0.1332
4800.0,0.1622
4860.0,0.177
4920.0,0.1592
4980.0,0.1615
5040.0,0.1505
5100.0,0.139
5160.0,0.1112
5220.0,0.1565
5280.0,0.1428
5340.0,0.1203
5400.0,0.1392
5460.0,0.1517
5520.0,0.1482
5580.0,0.1603
5640.0,0.1678
5700.0,0.1707
5760.0,0.1733
5820.0,0.1555
5880.0,0.17
5940.0,0.1758
6000.0,0.1212
6060.0,0.1505
6120.0,0.1802
6180.0,0.1255
6240.0,0.1423
6300.0,0.1238
6360.0,0.1405
6420.0,0.1598
6480.0,0.1635
6540.0,0.1198
6600.0,0.1478
6660.0,0.1712
6720.0,0.1465
6780.0,0.1452
6840.0,0.1357
6900.0,0.1585
6960.0,0.152
7020.0,0.1988
7080.0,0.1872
7140.0,0.1715
7200.0,0.1532
7260.0,0.1418
7320.0,0.1748
7380.0,0.1767
7440.0,0.1522
7500.0,0.1505
7560.0,0.1263
7620.0,0.1252
