Year,DOY,hour,minute,Global Horizontal [W/m^2]
2018,1,0,0,0.765802
2018,1,0,1,0.75945
2018,1,0,2,0.7658
2018,1,0,3,0.765799
2018,1,0,4,0.765794
2018,1,0,5,0.765793
2018,1,0,6,0.765793
2018,1,0,7,0.765795
2018,1,0,8,0.765797
2018,1,0,9,0.765799
2018,1,0,10,0.765801
2018,1,0,11,0.765804
2018,1,0,12,0.765806
2018,1,0,13,0.765809
2018,1,0,14,0.765811
2018,1,0,15,0.765813
2018,1,0,16,0.765815
2018,1,0,17,0.765817
2018,1,0,18,0.765818
2018,1,0,19,0.765819
2018,1,0,20,0.76582
2018,1,0,21,0.765821
2018,1,0,22,0.765822
2018,1,0,23,0.765823
2018,1,0,24,0.759472
2018,1,0,25,0.765824
2018,1,0,26,0.765824
2018,1,0,27,0.765825
2018,1,0,28,0.765825
2018,1,0,29,0.765825
2018,1,0,30,0.765826
2018,1,0,31,0.765826
2018,1,0,32,0.765826
2018,1,0,33,0.765826
2018,1,0,34,0.765826
2018,1,0,35,0.765826
2018,1,0,36,0.765827
2018,1,0,37,0.765832
2018,1,0,38,0.765834
2018,1,0,39,0.753128
2018,1,0,40,0.765829
2018,1,0,41,0.765827
2018,1,0,42,0.765826
2018,1,0,43,0.759475
2018,1,0,44,0.765825
2018,1,0,45,0.765825
2018,1,0,46,0.759474
2018,1,0,47,0.765825
2018,1,0,48,0.765825
2018,1,0,49,0.765825
2018,1,0,50,0.759474
2018,1,0,51,0.765825
2018,1,0,52,0.759474
2018,1,0,53,0.765826
2018,1,0,54,0.759475
2018,1,0,55,0.765826
2018,1,0,56,0.765826
2018,1,0,57,0.765826
2018,1,0,58,0.765826
2018,1,0,59,0.765826
2018,1,1,0,0.753124
2018,1,1,1,0.765826
2018,1,1,2,0.765826
2018,1,1,3,0.765826
2018,1,1,4,0.765829
2018,1,1,5,0.765833
2018,1,1,6,0.765835
2018,1,1,7,0.765837
2018,1,1,8,0.765837
2018,1,1,9,0.765837
2018,1,1,10,0.765837
2018,1,1,11,0.765836
2018,1,1,12,0.708367
2018,1,1,13,0.478493
2018,1,1,14,0.765834
2018,1,1,15,0.765833
2018,1,1,16,0.765832
2018,1,1,17,0.765835
2018,1,1,18,0.759487
2018,1,1,19,0.765839
2018,1,1,20,0.76584
2018,1,1,21,0.76584
2018,1,1,22,0.76584
2018,1,1,23,0.765839
2018,1,1,24,0.765838
2018,1,1,25,0.765837
2018,1,1,26,0.765836
2018,1,1,27,0.76584
2018,1,1,28,0.765842
2018,1,1,29,0.765843
2018,1,1,30,0.759491
2018,1,1,31,0.765842
2018,1,1,32,0.765841
2018,1,1,33,0.76584
2018,1,1,34,0.759487
2018,1,1,35,0.765837
2018,1,1,36,0.765836
2018,1,1,37,0.765835
2018,1,1,38,0.765834
2018,1,1,39,0.765834
2018,1,1,40,0.765838
2018,1,1,41,0.76584
2018,1,1,42,0.765841
2018,1,1,43,0.765841
2018,1,1,44,0.76584
2018,1,1,45,0.765839
2018,1,1,46,0.765842
2018,1,1,47,0.765848
2018,1,1,48,0.765853
2018,1,1,49,0.765855
2018,1,1,50,0.765855
2018,1,1,51,0.765854
2018,1,1,52,0.765853
2018,1,1,53,0.76585
2018,1,1,54,0.765849
2018,1,1,55,0.765847
2018,1,1,56,0.765845
2018,1,1,57,0.765842
2018,1,1,58,0.76584
2018,1,1,59,0.765838
2018,1,2,0,0.765837
2018,1,2,1,0.765836
2018,1,2,2,0.765835
2018,1,2,3,0.765833
2018,1,2,4,0.765832
2018,1,2,5,0.765832
2018,1,2,6,0.765831
2018,1,2,7,0.76583
2018,1,2,8,0.76583
2018,1,2,9,0.765829
2018,1,2,10,0.765829
2018,1,2,11,0.765828
2018,1,2,12,0.765828
2018,1,2,13,0.759477
2018,1,2,14,0.765828
2018,1,2,15,0.765827
2018,1,2,16,0.765827
2018,1,2,17,0.765827
2018,1,2,18,0.765827
2018,1,2,19,0.765827
2018,1,2,20,0.765827
2018,1,2,21,0.765827
2018,1,2,22,0.765827
2018,1,2,23,0.76583
2018,1,2,24,0.765834
2018,1,2,25,0.765836
2018,1,2,26,0.765837
2018,1,2,27,0.765837
2018,1,2,28,0.765837
2018,1,2,29,0.765837
2018,1,2,30,0.765836
2018,1,2,31,0.765835
2018,1,2,32,0.765834
2018,1,2,33,0.765834
2018,1,2,34,0.765833
2018,1,2,35,0.765832
2018,1,2,36,0.765835
2018,1,2,37,0.765838
2018,1,2,38,0.76584
2018,1,2,39,0.76584
2018,1,2,40,0.76584
2018,1,2,41,0.765839
2018,1,2,42,0.765839
2018,1,2,43,0.765838
2018,1,2,44,0.765842
2018,1,2,45,0.765844
2018,1,2,46,0.765845
2018,1,2,47,0.765844
2018,1,2,48,0.765843
2018,1,2,49,0.765842
2018,1,2,50,0.765841
2018,1,2,51,0.76584
2018,1,2,52,0.765838
2018,1,2,53,0.765837
2018,1,2,54,0.759484
2018,1,2,55,0.765834
2018,1,2,56,0.765833
2018,1,2,57,0.765832
2018,1,2,58,0.765832
2018,1,2,59,0.765831
2018,1,3,0,0.76583
2018,1,3,1,0.759479
2018,1,3,2,0.765829
2018,1,3,3,0.765829
2018,1,3,4,0.765828
2018,1,3,5,0.765828
2018,1,3,6,0.765828
2018,1,3,7,0.765828
2018,1,3,8,0.765828
2018,1,3,9,0.765827
2018,1,3,10,0.765827
2018,1,3,11,0.765827
2018,1,3,12,0.765827
2018,1,3,13,0.765827
2018,1,3,14,0.765827
2018,1,3,15,0.765827
2018,1,3,16,0.765827
2018,1,3,17,0.765827
2018,1,3,18,0.765827
2018,1,3,19,0.765827
2018,1,3,20,0.765827
2018,1,3,21,0.765827
2018,1,3,22,0.765827
2018,1,3,23,0.765827
2018,1,3,24,0.765827
2018,1,3,25,0.765827
2018,1,3,26,0.765827
2018,1,3,27,0.765827
2018,1,3,28,0.765827
2018,1,3,29,0.765827
2018,1,3,30,0.765827
2018,1,3,31,0.765827
2018,1,3,32,0.765827
2018,1,3,33,0.765827
2018,1,3,34,0.765827
2018,1,3,35,0.765827
2018,1,3,36,0.765827
2018,1,3,37,0.765827
2018,1,3,38,0.765827
2018,1,3,39,0.765827
2018,1,3,40,0.765827
2018,1,3,41,0.765827
2018,1,3,42,0.765827
2018,1,3,43,0.765827
2018,1,3,44,0.765827
2018,1,3,45,0.765827
2018,1,3,46,0.765827
2018,1,3,47,0.765827
2018,1,3,48,0.765827
2018,1,3,49,0.765827
2018,1,3,50,0.765827
2018,1,3,51,0.765827
2018,1,3,52,0.765827
2018,1,3,53,0.765827
2018,1,3,54,0.765827
2018,1,3,55,0.765827
2018,1,3,56,0.765827
2018,1,3,57,0.765827
2018,1,3,58,0.76583
2018,1,3,59,0.765834
2018,1,4,0,0.765839
2018,1,4,1,0.765844
2018,1,4,2,0.765846
2018,1,4,3,0.765848
2018,1,4,4,0.765848
2018,1,4,5,0.765847
2018,1,4,6,0.765845
2018,1,4,7,0.765844
2018,1,4,8,0.765842
2018,1,4,9,0.765841
2018,1,4,10,0.76584
2018,1,4,11,0.759487
2018,1,4,12,0.765837
2018,1,4,13,0.765835
2018,1,4,14,0.765834
2018,1,4,15,0.765833
2018,1,4,16,0.765832
2018,1,4,17,0.765831
2018,1,4,18,0.765831
2018,1,4,19,0.76583
2018,1,4,20,0.76583
2018,1,4,21,0.765829
2018,1,4,22,0.765829
2018,1,4,23,0.765828
2018,1,4,24,0.765828
2018,1,4,25,0.765828
2018,1,4,26,0.765828
2018,1,4,27,0.765828
2018,1,4,28,0.765827
2018,1,4,29,0.76583
2018,1,4,30,0.765834
2018,1,4,31,0.765836
2018,1,4,32,0.765837
2018,1,4,33,0.765838
2018,1,4,34,0.765837
2018,1,4,35,0.765837
2018,1,4,36,0.765836
2018,1,4,37,0.765836
2018,1,4,38,0.765834
2018,1,4,39,0.765834
2018,1,4,40,0.765833
2018,1,4,41,0.765832
2018,1,4,42,0.765832
2018,1,4,43,0.765831
2018,1,4,44,0.76583
2018,1,4,45,0.76583
2018,1,4,46,0.765829
2018,1,4,47,0.765829
2018,1,4,48,0.765829
2018,1,4,49,0.765831
2018,1,4,50,0.765834
2018,1,4,51,0.765837
2018,1,4,52,0.765838
2018,1,4,53,0.765838
2018,1,4,54,0.765838
2018,1,4,55,0.765837
2018,1,4,56,0.765837
2018,1,4,57,0.765836
2018,1,4,58,0.765835
2018,1,4,59,0.765834
2018,1,5,0,0.765837
2018,1,5,1,0.76584
2018,1,5,2,0.765841
2018,1,5,3,0.765841
2018,1,5,4,0.765841
2018,1,5,5,0.76584
2018,1,5,6,0.76584
2018,1,5,7,0.765839
2018,1,5,8,0.765837
2018,1,5,9,0.765836
2018,1,5,10,0.765835
2018,1,5,11,0.765834
2018,1,5,12,0.765833
2018,1,5,13,0.765832
2018,1,5,14,0.765832
2018,1,5,15,0.765831
2018,1,5,16,0.76583
2018,1,5,17,0.76583
2018,1,5,18,0.765829
2018,1,5,19,0.765829
2018,1,5,20,0.765828
2018,1,5,21,0.765828
2018,1,5,22,0.765828
2018,1,5,23,0.765828
2018,1,5,24,0.765828
2018,1,5,25,0.765827
2018,1,5,26,0.765827
2018,1,5,27,0.765827
2018,1,5,28,0.765827
2018,1,5,29,0.765827
2018,1,5,30,0.759476
2018,1,5,31,0.765827
2018,1,5,32,0.765827
2018,1,5,33,0.765827
2018,1,5,34,0.765827
2018,1,5,35,0.765827
2018,1,5,36,0.765827
2018,1,5,37,0.765827
2018,1,5,38,0.765827
2018,1,5,39,0.765827
2018,1,5,40,0.765827
2018,1,5,41,0.765827
2018,1,5,42,0.765828
2018,1,5,43,0.765833
2018,1,5,44,0.765835
2018,1,5,45,0.765837
2018,1,5,46,0.765841
2018,1,5,47,0.765848
2018,1,5,48,0.765854
2018,1,5,49,0.76586
2018,1,5,50,0.765864
2018,1,5,51,0.765869
2018,1,5,52,0.765875
2018,1,5,53,0.765879
2018,1,5,54,0.76588
2018,1,5,55,0.76588
2018,1,5,56,0.765883
2018,1,5,57,0.765888
2018,1,5,58,0.765893
2018,1,5,59,0.765894
2018,1,6,0,0.765898
2018,1,6,1,0.765902
2018,1,6,2,0.765905
2018,1,6,3,0.765907
2018,1,6,4,0.765905
2018,1,6,5,0.765904
2018,1,6,6,0.765902
2018,1,6,7,0.765898
2018,1,6,8,0.765895
2018,1,6,9,0.765896
2018,1,6,10,0.765898
2018,1,6,11,0.765901
2018,1,6,12,0.7659
2018,1,6,13,0.765903
2018,1,6,14,0.765905
2018,1,6,15,0.765905
2018,1,6,16,0.765906
2018,1,6,17,0.765909
2018,1,6,18,0.765911
2018,1,6,19,0.765912
2018,1,6,20,0.765913
2018,1,6,21,0.765915
2018,1,6,22,0.765918
2018,1,6,23,0.765921
2018,1,6,24,0.765922
2018,1,6,25,0.765921
2018,1,6,26,0.765922
2018,1,6,27,0.765923
2018,1,6,28,0.765926
2018,1,6,29,0.765929
2018,1,6,30,0.765932
2018,1,6,31,0.765935
2018,1,6,32,0.765937
2018,1,6,33,0.76594
2018,1,6,34,0.765941
2018,1,6,35,0.765944
2018,1,6,36,0.765945
2018,1,6,37,0.765947
2018,1,6,38,0.765949
2018,1,6,39,0.76595
2018,1,6,40,0.765951
2018,1,6,41,0.765952
2018,1,6,42,0.765952
2018,1,6,43,0.765953
2018,1,6,44,0.765954
2018,1,6,45,0.765954
2018,1,6,46,0.765955
2018,1,6,47,0.765955
2018,1,6,48,0.765956
2018,1,6,49,0.765956
2018,1,6,50,0.765956
2018,1,6,51,0.765956
2018,1,6,52,0.765956
2018,1,6,53,0.765956
2018,1,6,54,0.765957
2018,1,6,55,0.765957
2018,1,6,56,0.765957
2018,1,6,57,0.765957
2018,1,6,58,0.765957
2018,1,6,59,0.765957
2018,1,7,0,0.765957
2018,1,7,1,0.765957
2018,1,7,2,0.765957
2018,1,7,3,0.765957
2018,1,7,4,0.765957
2018,1,7,5,0.765957
2018,1,7,6,0.765957
2018,1,7,7,0.765957
2018,1,7,8,0.765957
2018,1,7,9,0.765957
2018,1,7,10,0.765957
2018,1,7,11,0.765957
2018,1,7,12,0.765957
2018,1,7,13,0.765957
2018,1,7,14,0.765957
2018,1,7,15,0.765957
2018,1,7,16,0.765957
2018,1,7,17,0.765957
2018,1,7,18,0.765957
2018,1,7,19,0.765957
2018,1,7,20,0.765957
2018,1,7,21,0.765957
2018,1,7,22,0.765957
2018,1,7,23,0.765957
2018,1,7,24,0.765957
2018,1,7,25,0.765957
2018,1,7,26,0.765957
2018,1,7,27,0.765957
2018,1,7,28,0.765957
2018,1,7,29,0.765957
2018,1,7,30,0.765957
2018,1,7,31,0.765957
2018,1,7,32,0.842436
2018,1,7,33,1.51269
2018,1,7,34,1.53169
2018,1,7,35,1.53169
2018,1,7,36,1.53169
2018,1,7,37,1.60812
2018,1,7,38,2.2909
2018,1,7,39,2.29721
