Year,DOY,hour,minute,Global Horizontal [W/m^2]
2017,365,18,0,-0.011745
2017,365,18,1,-0.334718
2017,365,18,2,-0.352336
2017,365,18,3,-0.352333
2017,365,18,4,-0.352331
2017,365,18,5,-0.352329
2017,365,18,6,-0.411058
2017,365,18,7,-0.704672
2017,365,18,8,-0.704675
2017,365,18,9,-0.728174
2017,365,18,10,-0.963078
2017,365,18,11,-1.05704
2017,365,18,12,-1.05704
2017,365,18,13,-1.05705
2017,365,18,14,-1.05706
2017,365,18,15,-1.05706
2017,365,18,16,-1.05707
2017,365,18,17,-1.05707
2017,365,18,18,-1.05708
2017,365,18,19,-1.05708
2017,365,18,20,-1.05709
2017,365,18,21,-1.05709
2017,365,18,22,-1.05709
2017,365,18,23,-1.05711
2017,365,18,24,-1.05711
2017,365,18,25,-1.05711
2017,365,18,26,-1.05711
2017,365,18,27,-1.05712
2017,365,18,28,-1.05712
2017,365,18,29,-1.05712
2017,365,18,30,-1.05713
2017,365,18,31,-1.05713
2017,365,18,32,-1.05713
2017,365,18,33,-1.05714
2017,365,18,34,-1.05715
2017,365,18,35,-1.05715
2017,365,18,36,-1.05715
2017,365,18,37,-1.05715
2017,365,18,38,-1.05714
2017,365,18,39,-1.05714
2017,365,18,40,-1.05713
2017,365,18,41,-1.05713
2017,365,18,42,-1.05713
2017,365,18,43,-1.05712
2017,365,18,44,-1.05712
2017,365,18,45,-1.05713
2017,365,18,46,-1.05713
2017,365,18,47,-1.05713
2017,365,18,48,-1.05714
2017,365,18,49,-1.05715
2017,365,18,50,-1.05715
2017,365,18,51,-1.05716
2017,365,18,52,-1.05717
2017,365,18,53,-1.05718
2017,365,18,54,-1.05719
2017,365,18,55,-1.0572
2017,365,18,56,-1.0572
2017,365,18,57,-1.05721
2017,365,18,58,-1.05723
2017,365,18,59,-1.05723
2017,365,19,0,-1.05723
2017,365,19,1,-1.05725
2017,365,19,2,-1.05725
2017,365,19,3,-1.05724
2017,365,19,4,-1.05724
2017,365,19,5,-1.05725
2017,365,19,6,-1.05725
2017,365,19,7,-1.05725
2017,365,19,8,-1.05725
2017,365,19,9,-1.05726
2017,365,19,10,-1.05726
2017,365,19,11,-1.05726
2017,365,19,12,-1.05728
2017,365,19,13,-1.05728
2017,365,19,14,-1.05728
2017,365,19,15,-1.05729
2017,365,19,16,-1.05729
2017,365,19,17,-1.05729
2017,365,19,18,-1.05729
2017,365,19,19,-1.05729
2017,365,19,20,-1.05729
2017,365,19,21,-1.05729
2017,365,19,22,-1.05729
2017,365,19,23,-1.05729
2017,365,19,24,-1.05729
2017,365,19,25,-1.05729
2017,365,19,26,-1.05729
2017,365,19,27,-1.05729
2017,365,19,28,-1.05729
2017,365,19,29,-1.05729
2017,365,19,30,-1.05729
2017,365,19,31,-1.05729
2017,365,19,32,-1.05729
2017,365,19,33,-1.05729
2017,365,19,34,-1.05729
2017,365,19,35,-1.05729
2017,365,19,36,-1.0573
2017,365,19,37,-1.0573
2017,365,19,38,-1.0573
2017,365,19,39,-1.0573
2017,365,19,40,-1.0573
2017,365,19,41,-1.0573
2017,365,19,42,-1.0573
2017,365,19,43,-1.0573
2017,365,19,44,-1.0573
2017,365,19,45,-1.0573
2017,365,19,46,-1.0573
2017,365,19,47,-1.0573
2017,365,19,48,-1.0573
2017,365,19,49,-1.0573
2017,365,19,50,-1.0573
2017,365,19,51,-1.0573
2017,365,19,52,-1.05731
2017,365,19,53,-1.05732
2017,365,19,54,-1.05733
2017,365,19,55,-1.05733
2017,365,19,56,-1.05733
2017,365,19,57,-1.05733
2017,365,19,58,-1.05734
2017,365,19,59,-1.05734
2017,365,20,0,-1.05734
2017,365,20,1,-1.05733
2017,365,20,2,-1.05733
2017,365,20,3,-1.05734
2017,365,20,4,-1.05735
2017,365,20,5,-1.05735
2017,365,20,6,-1.05735
2017,365,20,7,-1.05735
2017,365,20,8,-1.05735
2017,365,20,9,-1.05736
2017,365,20,10,-1.05148
2017,365,20,11,-1.01036
2017,365,20,12,-0.95162
2017,365,20,13,-0.945744
2017,365,20,14,-1.05148
2017,365,20,15,-1.05736
2017,365,20,16,-1.05737
2017,365,20,17,-1.05738
2017,365,20,18,-1.05738
2017,365,20,19,-1.05739
2017,365,20,20,-1.0574
2017,365,20,21,-1.0574
2017,365,20,22,-1.05741
2017,365,20,23,-1.03979
2017,365,20,24,-1.0398
2017,365,20,25,-1.04568
2017,365,20,26,-1.04569
2017,365,20,27,-1.03982
2017,365,20,28,-0.875329
2017,365,20,29,-0.722591
2017,365,20,30,-0.710844
2017,365,20,31,-0.722596
2017,365,20,32,-0.716723
2017,365,20,33,-0.704976
2017,365,20,34,-0.704978
2017,365,20,35,-0.704979
2017,365,20,36,-0.704981
2017,365,20,37,-0.734357
2017,365,20,38,-0.910604
2017,365,20,39,-1.05748
2017,365,20,40,-1.05748
2017,365,20,41,-1.05749
2017,365,20,42,-1.05749
2017,365,20,43,-1.05749
2017,365,20,44,-0.857744
2017,365,20,45,-0.710867
2017,365,20,46,-0.704989
2017,365,20,47,-0.704986
2017,365,20,48,-0.704985
2017,365,20,49,-0.704984
2017,365,20,50,-0.704983
2017,365,20,51,-0.710858
2017,365,20,52,-0.704983
2017,365,20,53,-0.740232
2017,365,20,54,-0.816606
2017,365,20,55,-0.910605
2017,365,20,56,-1.03985
2017,365,20,57,-1.0516
2017,365,20,58,-1.05748
2017,365,20,59,-1.05748
2017,365,21,0,-1.05748
2017,365,21,1,-1.05748
2017,365,21,2,-1.05748
2017,365,21,3,-1.05748
2017,365,21,4,-1.05748
2017,365,21,5,-1.05748
2017,365,21,6,-1.05748
2017,365,21,7,-1.05749
2017,365,21,8,-1.05749
2017,365,21,9,-1.05749
2017,365,21,10,-1.05749
2017,365,21,11,-1.05749
2017,365,21,12,-1.05749
2017,365,21,13,-1.05749
2017,365,21,14,-1.05749
2017,365,21,15,-1.05749
2017,365,21,16,-1.05749
2017,365,21,17,-1.05749
2017,365,21,18,-1.05749
2017,365,21,19,-1.05749
2017,365,21,20,-1.05749
2017,365,21,21,-1.05749
2017,365,21,22,-1.05749
2017,365,21,23,-1.08099
2017,365,21,24,-1.32774
2017,365,21,25,-1.41
2017,365,21,26,-1.41
2017,365,21,27,-1.41
2017,365,21,28,-1.41
2017,365,21,29,-1.40999
2017,365,21,30,-1.40999
2017,365,21,31,-1.40999
2017,365,21,32,-1.40999
2017,365,21,33,-1.40999
2017,365,21,34,-1.40999
2017,365,21,35,-1.40999
2017,365,21,36,-1.40999
2017,365,21,37,-1.40999
2017,365,21,38,-1.40999
2017,365,21,39,-1.41586
2017,365,21,40,-1.56274
2017,365,21,41,-1.76248
2017,365,21,42,-1.76248
2017,365,21,43,-1.76248
2017,365,21,44,-1.76248
2017,365,21,45,-1.76248
2017,365,21,46,-1.76248
2017,365,21,47,-1.76248
2017,365,21,48,-1.76248
2017,365,21,49,-1.76248
2017,365,21,50,-1.78598
2017,365,21,51,-2.1091
2017,365,21,52,-2.26185
2017,365,21,53,-2.46747
2017,365,21,54,-2.46747
2017,365,21,55,-2.46747
2017,365,21,56,-2.46747
2017,365,21,57,-2.46747
2017,365,21,58,-2.4851
2017,365,21,59,-2.5086
2017,365,22,0,-2.47335
2017,365,22,1,-2.46747
2017,365,22,2,-2.47922
2017,365,22,3,-2.51447
2017,365,22,4,-2.73184
2017,365,22,5,-2.70834
2017,365,22,6,-2.76709
2017,365,22,7,-2.81408
2017,365,22,8,-2.81996
2017,365,22,9,-2.84933
2017,365,22,10,-3.0667
2017,365,22,11,-3.17244
2017,365,22,12,-3.17244
2017,365,22,13,-3.17243
2017,365,22,14,-3.17243
2017,365,22,15,-3.16655
2017,365,22,16,-2.9668
2017,365,22,17,-2.81993
2017,365,22,18,-2.8023
2017,365,22,19,-2.5732
2017,365,22,20,-2.47922
2017,365,22,21,-2.46746
2017,365,22,22,-2.46745
2017,365,22,23,-2.54971
2017,365,22,24,-2.80823
2017,365,22,25,-2.81996
2017,365,22,26,-2.82583
2017,365,22,27,-2.97858
2017,365,22,28,-3.10198
2017,365,22,29,-3.16072
2017,365,22,30,-3.17248
2017,365,22,31,-3.1725
