Year,DOY,hour,minute,Global Horiz [W/m^2]
2017,126,0,55,-2.2195
2017,126,0,56,-2.5955
2017,126,0,57,-2.9593
2017,126,0,58,-2.6911
2017,126,0,59,-2.2349
2017,126,1,0,-2.2225
2017,126,1,1,-2.3335
2017,126,1,2,-2.7682
2017,126,1,3,-2.9531
2017,126,1,4,-2.9284
2017,126,1,5,-2.3304
2017,126,1,6,-2.2195
2017,126,1,7,-2.2195
2017,126,1,8,-2.2195
2017,126,1,9,-2.2195
2017,126,1,10,-2.2195
2017,126,1,11,-2.2195
2017,126,1,12,-2.2195
2017,126,1,13,-2.2349
2017,126,1,14,-2.8082
2017,126,1,15,-2.9593
2017,126,1,16,-2.9593
2017,126,1,17,-2.9254
2017,126,1,18,-2.3767
2017,126,1,19,-2.2195
2017,126,1,20,-2.2195
2017,126,1,21,-2.2195
2017,126,1,22,-2.2195
2017,126,1,23,-2.2195
2017,126,1,24,-2.2195
2017,126,1,25,-2.2195
2017,126,1,26,-2.2195
2017,126,1,27,-2.2195
2017,126,1,28,-2.2226
2017,126,1,29,-2.2195
2017,126,1,30,-2.2195
2017,126,1,31,-2.2195
2017,126,1,32,-2.2041
2017,126,1,33,-1.8896
2017,126,1,34,-1.8496
2017,126,1,35,-1.8496
2017,126,1,36,-1.8496
2017,126,1,37,-1.8496
2017,126,1,38,-1.8496
2017,126,1,39,-1.8496
2017,126,1,40,-1.6554
2017,126,1,41,-1.606
2017,126,1,42,-1.8496
2017,126,1,43,-1.8496
2017,126,1,44,-1.8496
2017,126,1,45,-1.8496
2017,126,1,46,-1.8496
2017,126,1,47,-1.8496
2017,126,1,48,-2.0684
2017,126,1,49,-2.0561
2017,126,1,50,-1.9482
2017,126,1,51,-2.1979
2017,126,1,52,-2.2195
2017,126,1,53,-2.2195
2017,126,1,54,-2.164
2017,126,1,55,-2.1948
2017,126,1,56,-2.2195
2017,126,1,57,-2.2195
2017,126,1,58,-2.2195
2017,126,1,59,-2.2195
2017,126,2,0,-2.2195
2017,126,2,1,-2.2195
2017,126,2,2,-2.2195
2017,126,2,3,-2.2164
2017,126,2,4,-2.2164
2017,126,2,5,-2.2195
2017,126,2,6,-2.2195
2017,126,2,7,-2.2195
2017,126,2,8,-2.2195
2017,126,2,9,-2.2195
2017,126,2,10,-2.2195
2017,126,2,11,-2.2195
2017,126,2,12,-2.2195
2017,126,2,13,-2.2195
2017,126,2,14,-2.0561
2017,126,2,15,-1.8496
2017,126,2,16,-1.8527
2017,126,2,17,-2.0129
2017,126,2,18,-2.2102
2017,126,2,19,-2.2195
2017,126,2,20,-2.2195
2017,126,2,21,-2.2195
2017,126,2,22,-2.2195
2017,126,2,23,-2.2195
2017,126,2,24,-2.2195
2017,126,2,25,-2.2195
2017,126,2,26,-2.2195
2017,126,2,27,-2.2195
2017,126,2,28,-2.2195
2017,126,2,29,-2.2195
2017,126,2,30,-2.2195
2017,126,2,31,-2.2195
2017,126,2,32,-2.651
2017,126,2,33,-2.2996
2017,126,2,34,-2.2657
2017,126,2,35,-2.238
2017,126,2,36,-2.2195
2017,126,2,37,-2.2195
2017,126,2,38,-2.2195
2017,126,2,39,-2.2195
2017,126,2,40,-2.2133
2017,126,2,41,-2.0253
2017,126,2,42,-1.8742
2017,126,2,43,-1.8496
2017,126,2,44,-1.8496
2017,126,2,45,-1.8496
2017,126,2,46,-1.9081
2017,126,2,47,-2.1917
2017,126,2,48,-2.2195
2017,126,2,49,-2.2195
2017,126,2,50,-2.2195
2017,126,2,51,-2.2195
2017,126,2,52,-2.0931
2017,126,2,53,-2.0191
2017,126,2,54,-1.8527
2017,126,2,55,-2.016
2017,126,2,56,-2.2195
2017,126,2,57,-2.2195
2017,126,2,58,-2.2164
2017,126,2,59,-2.1424
2017,126,3,0,-2.0438
2017,126,3,1,-2.0931
2017,126,3,2,-1.8557
2017,126,3,3,-1.8496
2017,126,3,4,-1.8496
2017,126,3,5,-1.8496
2017,126,3,6,-2.0191
2017,126,3,7,-2.2195
2017,126,3,8,-2.2195
2017,126,3,9,-2.2195
2017,126,3,10,-2.2195
2017,126,3,11,-2.2195
2017,126,3,12,-2.0746
2017,126,3,13,-1.8496
2017,126,3,14,-1.8557
2017,126,3,15,-2.2041
2017,126,3,16,-2.2195
2017,126,3,17,-2.2195
2017,126,3,18,-2.1979
2017,126,3,19,-2.2195
2017,126,3,20,-2.2195
2017,126,3,21,-2.2195
2017,126,3,22,-2.2195
2017,126,3,23,-2.2287
2017,126,3,24,-2.3705
2017,126,3,25,-2.5617
2017,126,3,26,-2.722
2017,126,3,27,-2.3983
2017,126,3,28,-2.2195
2017,126,3,29,-2.238
2017,126,3,30,-2.4075
2017,126,3,31,-2.2935
2017,126,3,32,-2.2195
2017,126,3,33,-2.2195
2017,126,3,34,-2.2195
2017,126,3,35,-2.2195
2017,126,3,36,-2.2195
2017,126,3,37,-2.2195
2017,126,3,38,-2.2195
2017,126,3,39,-2.2195
2017,126,3,40,-2.2195
2017,126,3,41,-2.2657
2017,126,3,42,-2.238
2017,126,3,43,-2.4075
2017,126,3,44,-2.5432
2017,126,3,45,-2.2195
2017,126,3,46,-2.6202
2017,126,3,47,-2.9593
2017,126,3,48,-2.9593
2017,126,3,49,-2.9593
2017,126,3,50,-2.9593
2017,126,3,51,-2.9501
2017,126,3,52,-2.3551
2017,126,3,53,-2.2195
2017,126,3,54,-2.2195
2017,126,3,55,-2.2195
2017,126,3,56,-2.2195
2017,126,3,57,-2.3274
2017,126,3,58,-2.2534
2017,126,3,59,-2.2195
2017,126,4,0,-2.2195
2017,126,4,1,-2.2349
2017,126,4,2,-2.2195
2017,126,4,3,-2.2318
2017,126,4,4,-2.3058
2017,126,4,5,-2.2195
2017,126,4,6,-2.2195
2017,126,4,7,-2.2195
2017,126,4,8,-2.2195
2017,126,4,9,-2.2195
2017,126,4,10,-2.2195
2017,126,4,11,-2.2195
2017,126,4,12,-2.2195
2017,126,4,13,-2.0284
2017,126,4,14,-1.8557
2017,126,4,15,-2.016
2017,126,4,16,-2.1455
2017,126,4,17,-2.1825
2017,126,4,18,-2.2195
2017,126,4,19,-2.2195
2017,126,4,20,-2.2195
2017,126,4,21,-2.2195
2017,126,4,22,-2.2411
2017,126,4,23,-2.5463
2017,126,4,24,-2.4075
2017,126,4,25,-2.2318
2017,126,4,26,-2.2318
2017,126,4,27,-2.6634
2017,126,4,28,-2.8761
2017,126,4,29,-2.8545
2017,126,4,30,-2.8299
2017,126,4,31,-2.2627
2017,126,4,32,-2.275
2017,126,4,33,-2.3952
2017,126,4,34,-2.2812
2017,126,4,35,-2.2195
2017,126,4,36,-2.2195
2017,126,4,37,-2.2195
2017,126,4,38,-2.2288
2017,126,4,39,-2.2195
2017,126,4,40,-2.2257
2017,126,4,41,-2.2503
2017,126,4,42,-2.2195
2017,126,4,43,-2.2195
2017,126,4,44,-2.2195
2017,126,4,45,-2.2195
2017,126,4,46,-2.2195
2017,126,4,47,-2.2195
2017,126,4,48,-2.0777
2017,126,4,49,-1.8527
2017,126,4,50,-1.8496
2017,126,4,51,-1.8496
2017,126,4,52,-1.8496
2017,126,4,53,-1.8496
2017,126,4,54,-1.8496
2017,126,4,55,-1.8496
2017,126,4,56,-2.1116
2017,126,4,57,-2.2195
2017,126,4,58,-2.2072
2017,126,4,59,-1.9513
2017,126,5,0,-1.8496
2017,126,5,1,-1.381
2017,126,5,2,-1.1098
2017,126,5,3,-1.0758
2017,126,5,4,-0.38533
2017,126,5,5,-0.36375
2017,126,5,6,-0.03083
2017,126,5,7,0.36683
2017,126,5,8,0.36992
2017,126,5,9,0.3915
2017,126,5,10,0.95871
2017,126,5,11,1.1128
2017,126,5,12,1.6862
2017,126,5,13,2.1116
2017,126,5,14,2.7189
2017,126,5,15,3.3108
2017,126,5,16,3.9335
2017,126,5,17,4.4729
2017,126,5,18,5.3299
2017,126,5,19,6.1776
2017,126,5,20,6.7541
2017,126,5,21,7.3922
2017,126,5,22,7.8638
2017,126,5,23,8.1444
2017,126,5,24,8.8102
2017,126,5,25,9.1863
2017,126,5,26,9.8984
2017,126,5,27,10.752
2017,126,5,28,11.104
2017,126,5,29,11.622
2017,126,5,30,11.837
2017,126,5,31,12.469
2017,126,5,32,13.055
2017,126,5,33,13.85
2017,126,5,34,14.522
2017,126,5,35,15.275
2017,126,5,36,15.845
2017,126,5,37,16.276
2017,126,5,38,16.424
2017,126,5,39,17.038
2017,126,5,40,17.71
2017,126,5,41,18.428
2017,126,5,42,19.384
2017,126,5,43,20.401
2017,126,5,44,21.582
2017,126,5,45,23.04
2017,126,5,46,24.68
2017,126,5,47,26.437
2017,126,5,48,28.012
2017,126,5,49,31.19
2017,126,5,50,48.653
2017,126,5,51,66.079
2017,126,5,52,70.164
2017,126,5,53,73.45
2017,126,5,54,74.643
2017,126,5,55,73.558
2017,126,5,56,77.942
2017,126,5,57,83.284
2017,126,5,58,85.506
2017,126,5,59,87.735
2017,126,6,0,90.343
2017,126,6,1,93.614
2017,126,6,2,96.055
2017,126,6,3,94.397
2017,126,6,4,97.964
2017,126,6,5,96.182
2017,126,6,6,102.31
2017,126,6,7,100.5
2017,126,6,8,110.39
2017,126,6,9,117.06
2017,126,6,10,120.04
2017,126,6,11,123.89
2017,126,6,12,126.71
2017,126,6,13,129.53
2017,126,6,14,133.31
2017,126,6,15,136.13
2017,126,6,16,138.68
2017,126,6,17,141.59
2017,126,6,18,144.91
2017,126,6,19,148.11
2017,126,6,20,150.84
2017,126,6,21,154.34
2017,126,6,22,157.21
2017,126,6,23,159.57
2017,126,6,24,163.24
2017,126,6,25,166.64
2017,126,6,26,169.29
2017,126,6,27,172.28
2017,126,6,28,175.02
2017,126,6,29,178.02
2017,126,6,30,181.59
2017,126,6,31,185.64
2017,126,6,32,189.16
2017,126,6,33,191.37
2017,126,6,34,194.58
2017,126,6,35,197.49
2017,126,6,36,200.88
2017,126,6,37,203.78
2017,126,6,38,206.45
2017,126,6,39,209.24
2017,126,6,40,212.4
2017,126,6,41,216.04
2017,126,6,42,219.31
2017,126,6,43,223.91
2017,126,6,44,226.5
2017,126,6,45,228.58
2017,126,6,46,232.26
2017,126,6,47,236.64
2017,126,6,48,239.03
2017,126,6,49,242.37
2017,126,6,50,245.42
2017,126,6,51,248.26
2017,126,6,52,251.31
2017,126,6,53,255.02
2017,126,6,54,257.12
2017,126,6,55,263.14
2017,126,6,56,265.87
2017,126,6,57,269.11
2017,126,6,58,272.01
2017,126,6,59,275.98
2017,126,7,0,280.19
2017,126,7,1,284.11
2017,126,7,2,287.24
2017,126,7,3,291.22
2017,126,7,4,293.37
2017,126,7,5,296.01
2017,126,7,6,300.68
2017,126,7,7,302.42
2017,126,7,8,305.82
2017,126,7,9,298.51
2017,126,7,10,312.13
2017,126,7,11,311.52
2017,126,7,12,319.82
2017,126,7,13,322.71
2017,126,7,14,325.3
2017,126,7,15,328.84
2017,126,7,16,331.94
2017,126,7,17,335.22
2017,126,7,18,339.14
2017,126,7,19,343.35
2017,126,7,20,346.06
2017,126,7,21,348.61
2017,126,7,22,351.95
2017,126,7,23,355.69
2017,126,7,24,360.19
2017,126,7,25,363.5
2017,126,7,26,366.06
2017,126,7,27,369.11
2017,126,7,28,373.51
2017,126,7,29,377.61
2017,126,7,30,380.74
2017,126,7,31,383.72
2017,126,7,32,386.69
2017,126,7,33,389.34
2017,126,7,34,392.85
2017,126,7,35,396.1
2017,126,7,36,399.62
2017,126,7,37,402.57
2017,126,7,38,405.04
2017,126,7,39,409.14
2017,126,7,40,413.17
2017,126,7,41,415.91
2017,126,7,42,418.78
2017,126,7,43,421.96
2017,126,7,44,424.13
2017,126,7,45,428.12
2017,126,7,46,431.73
2017,126,7,47,435.35
2017,126,7,48,439.45
2017,126,7,49,442.11
2017,126,7,50,446.22
2017,126,7,51,450.4
2017,126,7,52,453.52
2017,126,7,53,456.6
2017,126,7,54,459.81
2017,126,7,55,461.94
2017,126,7,56,464.82
2017,126,7,57,470.18
2017,126,7,58,472.29
2017,126,7,59,476.14
2017,126,8,0,480.37
2017,126,8,1,482.97
2017,126,8,2,485.34
2017,126,8,3,489.75
2017,126,8,4,493.71
2017,126,8,5,496.98
2017,126,8,6,499.39
2017,126,8,7,502.53
2017,126,8,8,505.62
2017,126,8,9,510.11
2017,126,8,10,513.27
2017,126,8,11,517.3
2017,126,8,12,520.39
2017,126,8,13,524.41
2017,126,8,14,526.76
2017,126,8,15,528.89
2017,126,8,16,531.62
2017,126,8,17,535.66
2017,126,8,18,539.48
2017,126,8,19,543.16
2017,126,8,20,546.12
2017,126,8,21,549.03
2017,126,8,22,552.83
2017,126,8,23,556.05
2017,126,8,24,558.3
2017,126,8,25,563.25
2017,126,8,26,566.59
2017,126,8,27,569.26
2017,126,8,28,571.53
2017,126,8,29,575.06
2017,126,8,30,578.42
2017,126,8,31,580.58
2017,126,8,32,586.23
2017,126,8,33,588.08
2017,126,8,34,591.74
2017,126,8,35,593.42
2017,126,8,36,596.16
2017,126,8,37,597.48
2017,126,8,38,603.11
2017,126,8,39,607.31
2017,126,8,40,611.95
2017,126,8,41,613.99
2017,126,8,42,618.44
2017,126,8,43,619.99
2017,126,8,44,621.18
2017,126,8,45,625.64
2017,126,8,46,629.46
2017,126,8,47,631.22
2017,126,8,48,634.22
2017,126,8,49,637.45
2017,126,8,50,639.95
2017,126,8,51,642.71
2017,126,8,52,646.39
2017,126,8,53,649.26
2017,126,8,54,650.81
2017,126,8,55,653.53
2017,126,8,56,656.01
2017,126,8,57,660.19
2017,126,8,58,659.58
2017,126,8,59,663.08
2017,126,9,0,667.2
2017,126,9,1,672.46
2017,126,9,2,674.93
2017,126,9,3,679.15
2017,126,9,4,681.29
2017,126,9,5,684.46
2017,126,9,6,687.48
2017,126,9,7,690
2017,126,9,8,692.72
2017,126,9,9,696.34
2017,126,9,10,698.52
2017,126,9,11,700.52
2017,126,9,12,703.59
2017,126,9,13,707.2
2017,126,9,14,708.08
2017,126,9,15,711.54
2017,126,9,16,713.66
2017,126,9,17,716.32
2017,126,9,18,717.76
2017,126,9,19,719.59
2017,126,9,20,723.04
2017,126,9,21,725.43
2017,126,9,22,725.28
2017,126,9,23,726.98
2017,126,9,24,732.4
2017,126,9,25,733.86
2017,126,9,26,734.82
2017,126,9,27,737.82
2017,126,9,28,740.56
2017,126,9,29,742.03
2017,126,9,30,743.13
2017,126,9,31,747.55
2017,126,9,32,750.74
2017,126,9,33,753.59
2017,126,9,34,754.18
2017,126,9,35,758.2
2017,126,9,36,762.37
2017,126,9,37,763.63
2017,126,9,38,767.62
2017,126,9,39,769.5
2017,126,9,40,771.32
2017,126,9,41,773.47
2017,126,9,42,777.21
2017,126,9,43,779.61
2017,126,9,44,781.46
2017,126,9,45,782.93
2017,126,9,46,785.66
2017,126,9,47,788.2
2017,126,9,48,790.62
2017,126,9,49,791.81
2017,126,9,50,795.05
2017,126,9,51,796.33
2017,126,9,52,799.79
2017,126,9,53,801.71
2017,126,9,54,804.24
2017,126,9,55,806.06
2017,126,9,56,808.21
2017,126,9,57,810.39
2017,126,9,58,814.2
2017,126,9,59,816.1
2017,126,10,0,817.72
2017,126,10,1,818.26
2017,126,10,2,820.77
2017,126,10,3,822.66
2017,126,10,4,823.71
2017,126,10,5,826.96
2017,126,10,6,829.11
2017,126,10,7,829.17
2017,126,10,8,831.67
2017,126,10,9,834.05
2017,126,10,10,836.03
2017,126,10,11,838.08
2017,126,10,12,840.07
2017,126,10,13,841.98
2017,126,10,14,843.79
2017,126,10,15,844.97
2017,126,10,16,845.72
2017,126,10,17,848.28
2017,126,10,18,849.43
2017,126,10,19,852.02
2017,126,10,20,854.3
2017,126,10,21,854.45
2017,126,10,22,856.67
