Year,DOY,hour,minute,Global Horizontal [W/m^2]
2017,147,2,4,-2.18615
2017,147,2,5,-2.20314
2017,147,2,6,-2.12952
2017,147,2,7,-2.10121
2017,147,2,8,-2.01059
2017,147,2,9,-1.903
2017,147,2,10,-1.81805
2017,147,2,11,-1.70479
2017,147,2,12,-1.69913
2017,147,2,13,-1.69913
2017,147,2,14,-1.71613
2017,147,2,15,-1.71047
2017,147,2,16,-1.71047
2017,147,2,17,-1.70481
2017,147,2,18,-1.70482
2017,147,2,19,-1.69916
2017,147,2,20,-1.69917
2017,147,2,21,-1.69917
2017,147,2,22,-1.69918
2017,147,2,23,-1.69919
2017,147,2,24,-1.6992
2017,147,2,25,-1.6992
2017,147,2,26,-1.69922
2017,147,2,27,-1.69922
2017,147,2,28,-1.69923
2017,147,2,29,-1.69923
2017,147,2,30,-1.69925
2017,147,2,31,-1.69925
2017,147,2,32,-1.69926
2017,147,2,33,-1.69926
2017,147,2,34,-1.69927
2017,147,2,35,-1.69927
2017,147,2,36,-1.69928
2017,147,2,37,-1.69928
2017,147,2,38,-1.69929
2017,147,2,39,-1.69929
2017,147,2,40,-1.69929
2017,147,2,41,-1.6993
2017,147,2,42,-1.60867
2017,147,2,43,-1.58601
2017,147,2,44,-1.58602
2017,147,2,45,-1.58036
2017,147,2,46,-1.64267
2017,147,2,47,-1.654
2017,147,2,48,-1.69931
2017,147,2,49,-1.68232
2017,147,2,50,-1.56904
2017,147,2,51,-1.53505
2017,147,2,52,-1.48974
2017,147,2,53,-1.49539
2017,147,2,54,-1.40476
2017,147,2,55,-1.50105
2017,147,2,56,-1.45574
2017,147,2,57,-1.39909
2017,147,2,58,-1.49539
2017,147,2,59,-1.55769
2017,147,3,0,-1.62567
2017,147,3,1,-1.6993
2017,147,3,2,-1.6993
2017,147,3,3,-1.6993
2017,147,3,4,-1.6993
2017,147,3,5,-1.75029
2017,147,3,6,-1.81826
2017,147,3,7,-1.83526
2017,147,3,8,-1.76162
2017,147,3,9,-1.76729
2017,147,3,10,-1.69931
2017,147,3,11,-1.69931
2017,147,3,12,-1.69931
2017,147,3,13,-1.6993
2017,147,3,14,-1.71063
2017,147,3,15,-1.85224
2017,147,3,16,-1.97684
2017,147,3,17,-2.21474
2017,147,3,18,-2.27703
2017,147,3,19,-2.30534
2017,147,3,20,-2.36197
2017,147,3,21,-2.37896
2017,147,3,22,-2.36763
2017,147,3,23,-2.36763
2017,147,3,24,-2.37896
2017,147,3,25,-2.37896
2017,147,3,26,-2.37895
2017,147,3,27,-2.37895
2017,147,3,28,-2.37895
2017,147,3,29,-2.37895
2017,147,3,30,-2.37895
2017,147,3,31,-2.27133
2017,147,3,32,-2.01645
2017,147,3,33,-1.70492
2017,147,3,34,-1.69925
2017,147,3,35,-1.69359
2017,147,3,36,-1.59729
2017,147,3,37,-1.30842
2017,147,3,38,-1.21213
2017,147,3,39,-1.24612
2017,147,3,40,-1.26878
2017,147,3,41,-1.37074
2017,147,3,42,-1.34808
2017,147,3,43,-1.35375
2017,147,3,44,-1.34242
2017,147,3,45,-1.42173
2017,147,3,46,-1.51802
2017,147,3,47,-1.57467
2017,147,3,48,-1.65963
2017,147,3,49,-1.69929
2017,147,3,50,-1.69929
2017,147,3,51,-1.69929
2017,147,3,52,-1.69928
2017,147,3,53,-1.68795
2017,147,3,54,-1.6483
2017,147,3,55,-1.6653
2017,147,3,56,-1.69928
2017,147,3,57,-1.69929
2017,147,3,58,-1.69929
2017,147,3,59,-1.69928
2017,147,4,0,-1.69928
2017,147,4,1,-1.69361
2017,147,4,2,-1.69928
2017,147,4,3,-1.69928
2017,147,4,4,-1.69928
2017,147,4,5,-1.67096
2017,147,4,6,-1.68228
2017,147,4,7,-1.69927
2017,147,4,8,-1.68228
2017,147,4,9,-1.61997
2017,147,4,10,-1.54067
2017,147,4,11,-1.54067
2017,147,4,12,-1.56333
2017,147,4,13,-1.59165
2017,147,4,14,-1.60865
2017,147,4,15,-1.58033
2017,147,4,16,-1.6313
2017,147,4,17,-1.60864
2017,147,4,18,-1.68794
2017,147,4,19,-1.69927
2017,147,4,20,-1.69927
2017,147,4,21,-1.69927
2017,147,4,22,-1.69927
2017,147,4,23,-1.69927
2017,147,4,24,-1.69928
2017,147,4,25,-1.69928
2017,147,4,26,-1.69928
2017,147,4,27,-1.69928
2017,147,4,28,-1.69929
2017,147,4,29,-1.69929
2017,147,4,30,-1.69928
2017,147,4,31,-1.69928
2017,147,4,32,-1.69928
2017,147,4,33,-1.69928
2017,147,4,34,-1.69927
2017,147,4,35,-1.69927
2017,147,4,36,-1.69927
2017,147,4,37,-1.76723
2017,147,4,38,-1.89751
2017,147,4,39,-2.05611
2017,147,4,40,-2.17505
2017,147,4,41,-2.20337
2017,147,4,42,-2.16372
2017,147,4,43,-2.11274
2017,147,4,44,-2.02211
2017,147,4,45,-2.08441
2017,147,4,46,-1.96546
2017,147,4,47,-1.98812
2017,147,4,48,-1.99378
2017,147,4,49,-1.94847
2017,147,4,50,-2.0221
2017,147,4,51,-1.97113
2017,147,4,52,-1.93148
2017,147,4,53,-1.93149
2017,147,4,54,-1.92583
2017,147,4,55,-1.88619
2017,147,4,56,-1.89751
2017,147,4,57,-1.9485
2017,147,4,58,-2.03347
2017,147,4,59,-2.01648
2017,147,5,0,-1.92019
2017,147,5,1,-1.78992
2017,147,5,2,-1.77292
2017,147,5,3,-2.04482
2017,147,5,4,-2.33936
2017,147,5,5,-2.37902
2017,147,5,6,-2.37336
2017,147,5,7,-2.32238
2017,147,5,8,-2.18644
2017,147,5,9,-2.02218
2017,147,5,10,-1.86924
2017,147,5,11,-1.71064
2017,147,5,12,-1.69931
2017,147,5,13,-1.69931
2017,147,5,14,-1.69932
2017,147,5,15,-1.69932
2017,147,5,16,-1.68799
2017,147,5,17,-1.67666
2017,147,5,18,-1.69366
2017,147,5,19,-1.69932
2017,147,5,20,-1.69932
2017,147,5,21,-1.69932
2017,147,5,22,-1.69932
2017,147,5,23,-1.69932
2017,147,5,24,-1.69933
2017,147,5,25,-1.69933
2017,147,5,26,-1.69933
2017,147,5,27,-1.69933
2017,147,5,28,-1.69933
2017,147,5,29,-1.69933
2017,147,5,30,-1.69933
2017,147,5,31,-1.58604
2017,147,5,32,-1.48408
2017,147,5,33,-1.36513
2017,147,5,34,-1.10456
2017,147,5,35,-1.0196
2017,147,5,36,-1.0196
2017,147,5,37,-1.00827
2017,147,5,38,-0.662739
2017,147,5,39,-0.345531
2017,147,5,40,-0.339866
2017,147,5,41,-0.339866
2017,147,5,42,-0.339866
2017,147,5,43,-0.084967
2017,147,5,44,0.339866
2017,147,5,45,0.894981
2017,147,5,46,1.24051
2017,147,5,47,1.99388
2017,147,5,48,2.4527
2017,147,5,49,2.82089
