Year,DOY,hour,minute,Global Horizontal [W/m^2]
2017,131,0,0,0
2017,131,0,1,0
2017,131,0,2,0
2017,131,0,3,0
2017,131,0,4,0
2017,131,0,5,0
2017,131,0,6,0
2017,131,0,7,0
2017,131,0,8,0
2017,131,0,9,0
2017,131,0,10,0
2017,131,0,11,0
2017,131,0,12,0
2017,131,0,13,0
2017,131,0,14,0
2017,131,0,15,0
2017,131,0,16,0
2017,131,0,17,0
2017,131,0,18,0
2017,131,0,19,0
2017,131,0,20,0
2017,131,0,21,0
2017,131,0,22,0
2017,131,0,23,0
2017,131,0,24,0
2017,131,0,25,0
2017,131,0,26,0
2017,131,0,27,0
2017,131,0,28,0
2017,131,0,29,0
2017,131,0,30,0
2017,131,0,31,0
2017,131,0,32,0
2017,131,0,33,0
2017,131,0,34,0
2017,131,0,35,0
2017,131,0,36,0
2017,131,0,37,0
2017,131,0,38,0
2017,131,0,39,0
2017,131,0,40,0
2017,131,0,41,0
2017,131,0,42,0
2017,131,0,43,0
2017,131,0,44,0
2017,131,0,45,0
2017,131,0,46,0
2017,131,0,47,0
2017,131,0,48,0
2017,131,0,49,0
2017,131,0,50,0
2017,131,0,51,0
2017,131,0,52,0
2017,131,0,53,0
2017,131,0,54,0
2017,131,0,55,0
2017,131,0,56,0
2017,131,0,57,0
2017,131,0,58,0
2017,131,0,59,0
2017,131,1,0,0
2017,131,1,1,0
2017,131,1,2,0
2017,131,1,3,0
2017,131,1,4,0
2017,131,1,5,0
2017,131,1,6,0
2017,131,1,7,0
2017,131,1,8,0
2017,131,1,9,0
2017,131,1,10,0
2017,131,1,11,0
2017,131,1,12,0
2017,131,1,13,0
2017,131,1,14,0
2017,131,1,15,0
2017,131,1,16,0
2017,131,1,17,0
2017,131,1,18,0
2017,131,1,19,0
2017,131,1,20,0
2017,131,1,21,0
2017,131,1,22,0
2017,131,1,23,0
2017,131,1,24,0
2017,131,1,25,0
2017,131,1,26,0
2017,131,1,27,0
2017,131,1,28,0
2017,131,1,29,0
2017,131,1,30,0
2017,131,1,31,0
2017,131,1,32,0
2017,131,1,33,0
2017,131,1,34,0
2017,131,1,35,0
2017,131,1,36,0
2017,131,1,37,0
2017,131,1,38,0
2017,131,1,39,0
2017,131,1,40,0
2017,131,1,41,0
2017,131,1,42,0
2017,131,1,43,0
2017,131,1,44,0
2017,131,1,45,0
2017,131,1,46,0
2017,131,1,47,0
2017,131,1,48,0
2017,131,1,49,0
2017,131,1,50,0
2017,131,1,51,0
2017,131,1,52,0
2017,131,1,53,0
2017,131,1,54,0
2017,131,1,55,0
2017,131,1,56,0
2017,131,1,57,0
2017,131,1,58,0
2017,131,1,59,0
2017,131,2,0,0
2017,131,2,1,0
2017,131,2,2,0
2017,131,2,3,0
2017,131,2,4,0
2017,131,2,5,0
2017,131,2,6,0
