Year,DOY,hour,minute,Global Horizontal [W/m^2]
2017,125,21,0,-1.40951
2017,125,21,1,-1.4095
2017,125,21,2,-1.4095
2017,125,21,3,-1.4095
2017,125,21,4,-1.43886
2017,125,21,5,-1.74425
2017,125,21,6,-1.76186
2017,125,21,7,-1.76186
2017,125,21,8,-1.76186
2017,125,21,9,-1.76186
2017,125,21,10,-1.76186
2017,125,21,11,-1.76186
2017,125,21,12,-1.76188
2017,125,21,13,-1.76188
2017,125,21,14,-1.76187
2017,125,21,15,-1.76187
2017,125,21,16,-1.77949
2017,125,21,17,-1.99678
2017,125,21,18,-1.77949
2017,125,21,19,-1.76189
2017,125,21,20,-1.76188
2017,125,21,21,-1.76188
2017,125,21,22,-1.76189
2017,125,21,23,-1.76188
2017,125,21,24,-1.76188
2017,125,21,25,-1.76187
2017,125,21,26,-1.76187
2017,125,21,27,-1.83234
2017,125,21,28,-2.09075
2017,125,21,29,-2.2082
2017,125,21,30,-2.4666
2017,125,21,31,-2.46662
2017,125,21,32,-2.46663
2017,125,21,33,-2.46663
2017,125,21,34,-2.6722
2017,125,21,35,-2.81904
2017,125,21,36,-2.81905
2017,125,21,37,-3.05983
2017,125,21,38,-3.17143
2017,125,21,39,-3.17731
2017,125,21,40,-3.20078
2017,125,21,41,-3.17144
2017,125,21,42,-3.17144
2017,125,21,43,-3.17142
2017,125,21,44,-3.17141
2017,125,21,45,-2.866
2017,125,21,46,-2.81901
2017,125,21,47,-2.819
2017,125,21,48,-2.819
2017,125,21,49,-2.81899
2017,125,21,50,-2.81899
2017,125,21,51,-2.80137
2017,125,21,52,-2.49597
2017,125,21,53,-2.46661
2017,125,21,54,-2.4666
2017,125,21,55,-2.23169
2017,125,21,56,-2.11423
2017,125,21,57,-2.11423
2017,125,21,58,-1.80886
2017,125,21,59,-1.76188
2017,125,22,0,-1.51522
2017,125,22,1,-1.40952
2017,125,22,2,-1.32729
2017,125,22,3,-1.05713
2017,125,22,4,-1.05713
2017,125,22,5,-1.05712
2017,125,22,6,-1.05712
2017,125,22,7,-0.816333
2017,125,22,8,-0.704746
2017,125,22,9,-0.704746
2017,125,22,10,-0.734109
2017,125,22,11,-0.79871
2017,125,22,12,-0.974914
2017,125,22,13,-1.03952
2017,125,22,14,-1.05714
2017,125,22,15,-1.05714
2017,125,22,16,-1.05715
2017,125,22,17,-1.05715
2017,125,22,18,-1.05715
2017,125,22,19,-1.05715
2017,125,22,20,-1.05715
2017,125,22,21,-1.05714
2017,125,22,22,-1.05714
2017,125,22,23,-1.05715
2017,125,22,24,-1.05715
2017,125,22,25,-1.05715
